ticker,shortName,sector,industry,recommendationMean,numberOfAnalystOpinions,overallRisk,beta,previousClose,trailingEps,forwardEps,trailingPE,forwardPE,pegRatio,bookValue,priceToBook,enterpriseToRevenue,enterpriseToEbitda,ebitdaMargins,profitMargins,earningsGrowth,revenueGrowth,dividendYield,payoutRatio,fiveYearAvgDividendYield,enterpriseValue,freeCashflow,debtToEquity,returnOnAssets,returnOnEquity,quickRatio,currentRatio
COLO B.CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLR.BR,COLRUYT,Consumer Defensive,Grocery Stores,3.4,8,10,0.078728,35.3,1.64,2.02,21.396341,17.371288,1.34,19.706,1.780676,0.548,9.718,0.05643,0.02019,,,0.0226,0.6707,3.18,5448110080,153700000,53.979,0.029059999,0.07224,0.391,0.778
CBK.F,COMMERZBANK AG,Financial Services,Banks—Regional,,23,4,1.31302,10.22,1.21,0.81,8.246281,12.318518,,24.971,0.3995835,-8.229,,0.0,0.20084,0.348,0.035,0.0198,0.155,,-74245947392,,,0.00329,0.05471,,
SGO.PA,SAINT GOBAIN,Industrials,Building Products & Equipment,1.9,21,2,1.38115,59.88,5.8,6.36,10.186207,9.289309,26.47,44.966,1.3138816,0.797,6.198,0.12862,0.05386,-0.148,-0.021,0.032899998,0.3766,,40393465856,3368124928,64.83,0.05661,0.12142,0.809,1.293
CFR.SW,RICHEMONT N,Consumer Cyclical,Luxury Goods,2.2,25,9,1.236941,124.4,6.56,7.84,18.452745,15.440051,2.8,33.139,3.6527958,3.491,12.149,0.28738,0.01569,0.265,0.147,0.0198,0.3451,2.08,69663588352,1700000000,82.617,0.07863,0.20117001,1.612,2.467
CPG.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON.F,CONTINENTAL AG,Consumer Cyclical,Auto Parts,,26,5,1.538228,66.56,1.04,14.64,62.788467,4.4603825,,67.149,0.97246426,0.485,4.302,0.11281,0.016139999,,0.104,0.0225,0.4491,,20099000320,98010496,61.62,0.04092,0.05085,0.671,1.191
CTEC.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1COV.F,COVESTRO AG,Basic Materials,Specialty Chemicals,,23,2,1.454579,48.77,-3.79,6.8,,7.0397058,,36.272,1.3197508,0.76,13.647,0.05572,-0.05404,-0.767,-0.209,,0.0,,12200342528,574000000,54.486,0.00025,-0.11424,1.173,2.251
COV.PA,COVIVIO,Real Estate,REIT—Diversified,3.0,11,4,1.460635,40.54,6.57,4.15,6.0700154,9.609638,2.92,86.788,0.45951054,18.398,22.455,0.8193,-0.82301,,-0.034,0.0904,,6.03,19329351680,-82382624,88.501,0.01795,-0.07456,0.52,0.869
ACA.PA,CREDIT AGRICOLE,Financial Services,Banks—Regional,2.8,18,7,1.635503,11.374,1.85,1.73,6.0875673,6.5098267,0.72,20.05,0.5616958,-2.898,,0.0,0.24915001,0.254,0.178,0.091800004,0.5794,,-107038326784,,,0.00458,0.13239,,
CSGN.SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRH.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRDA.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMGT.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BN.PA,DANONE,Consumer Defensive,Packaged Foods,2.5,25,1,0.485995,53.26,1.48,3.61,35.939186,14.734072,4.03,25.722,2.0678797,1.595,10.659,0.1496,0.04614,0.489,0.063,0.0372,1.3108001,,45451010048,2699249920,99.812,0.047459997,0.07841,0.607,0.909
DANSKE.CO,Danske Bank A/S,Financial Services,Banks—Regional,2.3,17,1,0.976154,160.2,0.5,23.03,319.0,6.925749,0.3,196.381,0.81219673,21.104,,0.0,0.01119,1.762,0.36,0.043899998,0.0,,1078535323648,,,0.00014999999,0.00336,,
AM.PA,DASSAULT AVIATION,Industrials,Aerospace & Defense,2.3,16,1,0.962149,168.5,8.62,12.06,19.686775,14.071309,1.08,71.365,2.3779163,0.964,9.009,0.10702,0.12803,0.355,-0.245,0.0176,0.3074,,6072918528,1726494208,4.038,0.016,0.14026,0.567,1.096
DSY.PA,DASSAULT SYSTEMES,Technology,Software—Application,2.7,22,6,0.657077,35.73,0.69,1.29,51.427536,27.507753,4.24,5.673,6.2550683,8.009,35.39,0.22631,0.17477,0.877,0.047,0.0057,0.2464,0.42,46775435264,1333037440,39.95,0.05373,0.14055,1.777,1.882
CPR.MI,CAMPARI,Consumer Defensive,Beverages—Wineries & Distilleries,2.5,22,7,0.589326,11.66,0.31,,37.30645,,,2.515,4.598409,5.187,22.447,0.23108,0.121029995,0.118,0.16,0.005,0.1935,0.59,15034749952,-139662496,87.484,0.06329,0.12716,0.954,2.026
DCC.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPH.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHER.F,DELIVERY HERO SE,Consumer Cyclical,Internet Retail,,15,2,1.03785,36.72,-10.97,-0.66,,-53.787876,,14.529,2.443389,1.563,-11.828,-0.13215,-0.34859002,,0.401,,0.0,,13406652416,359612512,149.906,-0.069359995,-0.64425004,1.257,1.469
DEMANT.CO,Demant A/S,Healthcare,Medical Devices,2.7,17,6,1.006434,278.0,10.24,13.26,26.933594,20.799395,1.39,40.256,6.8511524,3.525,18.292,0.19268999,0.07555,-0.435,0.175,,0.0,,75299258368,2746249984,160.289,0.077659994,0.27681,0.617,1.029
DLN.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBK.F,DEUTSCHE BANK AG,Financial Services,Banks—Regional,,1,2,1.307342,9.9,2.56,1.51,3.8218753,6.4794707,8.11,34.685,0.2820816,-2.856,,0.0,0.17367001,-0.903,-0.108,0.0304,0.1309,,-73365233664,,,0.00341,0.06497,,
DB1.F,DEUTSCHE BOERSE NA O.N.,Financial Services,Financial Data & Stock Exchanges,,,1,0.514004,163.95,8.42,4.95,19.346792,32.909092,,45.457,3.5836062,6.1,13.192,0.46238,0.29096,0.299,0.172,0.0214,0.4018,2.02,34568540160,1338987520,50.687,0.00532,0.19849001,0.009,1.009
LHA.F,DEUTSCHE LUFTHANSA AG,Industrials,Airlines,,24,3,1.498864,8.5,0.77,4.11,10.907793,2.0435524,,6.727,1.2485507,0.447,3.927,0.11376,0.04226,2.364,0.174,,0.0,,16173597696,841500032,180.781,0.03073,0.19266,0.605,0.808
DPW.F,DEUTSCHE POST AG,,,,,,,44.8,,,9.955555,10.022371,,,,,,,,,,,,,,,,,,,
DTE.F,DEUTSCHE TELEKOM AG,Communication Services,Telecom Services,,23,3,0.540121,18.978,1.5,,12.661334,,,12.014,1.5808225,2.335,7.552,0.30923998,0.16724001,,,0.0368,0.63060004,,272161947648,,160.997,0.03985,0.09652001,0.686,0.94
DWNI.F,DEUTSCHE WOHNEN SE INH,Real Estate,Real Estate Services,,,5,0.541256,20.66,-1.16,1.32,,15.227272,,37.685,0.5333687,9.538,24.005,0.39733002,-1.5058701,,0.15,0.0019,,1.82,17075092480,1015112512,56.469,0.00993,-0.16498,0.808,3.543
DGE.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIA.MI,DIASORIN,Healthcare,Diagnostics & Research,2.8,12,10,0.18433,89.22,3.43,4.18,26.099123,21.416267,5.85,28.076,3.1884882,4.549,14.652,0.31046,0.14976,-0.203,-0.125,0.012200001,0.3454,0.79,5695542784,179611120,80.089,0.05639,0.12243,1.626,3.265
DLG.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKSH.SW,DKSH N,Industrials,Consulting Services,2.1,6,3,0.305828,67.9,3.1,3.63,21.725807,18.553719,3.04,25.698,2.6208265,0.42,13.084,0.03208,0.017760001,0.006,0.003,0.0317,0.6935,2.94,4766633984,310150016,55.142,0.03533,0.11665,0.913,1.361
DOM.ST,Dometic Group AB,Consumer Cyclical,Leisure,1.9,8,5,1.800151,75.92,4.17,6.08,17.779375,12.194079,1.17,88.178,0.8407993,1.359,10.148,0.1339,0.04532,-0.354,-0.02,0.0165,0.3118,,39902441472,3641250048,79.012,0.02834,0.04917,1.012,1.786
DSV.CO,DSV A/S,Industrials,Integrated Freight & Logistics,2.3,19,2,1.020817,1316.5,72.66,61.05,17.960361,21.375921,-7.92,327.879,3.9801269,1.629,14.179,0.11491,0.07763,-0.282,-0.399,0.0049,0.097600006,0.37,310343729152,19481624576,55.861,0.079730004,0.19973,1.07,1.161
DUFN.SW,DUFRY N,Consumer Cyclical,Specialty Retail,2.2,16,6,1.735049,41.3,0.61,2.79,65.459015,14.311829,0.56,20.344,1.9627409,1.244,10.901,0.11408,0.00493,,0.993,,0.0,,12161000448,1738412544,303.139,0.0374,0.08185001,0.466,0.789
EZJ.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDEN.PA,EDENRED,Financial Services,Credit Services,2.1,14,3,0.661241,57.06,1.46,,38.506847,,,-2.66,,7.594,20.592,0.36879003,0.19588,0.188,0.213,0.0172,0.6329,1.85,16205595648,870374976,,0.03566,,0.69,0.963
EDP.LS,EDP,Utilities,Utilities—Diversified,2.0,18,2,0.51249,4.086,0.26,0.3,15.873077,13.756665,1.54,2.568,1.6070871,2.258,11.175,0.20204,0.04321,-0.643,-0.193,0.0458,1.017,4.6,42287063040,-5870375,135.07,0.02483,0.08282,0.575,0.852
FGR.PA,EIFFAGE,Industrials,Engineering & Construction,2.1,15,3,1.243376,91.4,9.36,11.01,9.553419,8.121707,1.16,65.231,1.3708205,1.01,6.712,0.15052,0.042940002,0.102,0.079,0.0388,0.3312,,21081694208,1856249984,214.655,0.03899,0.19163999,0.864,0.972
EDF.PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELUX B.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EKTA B.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELIS.PA,ELIS,Industrials,Specialty Business Services,1.8,12,3,1.826267,17.57,0.86,1.38,20.104652,12.528986,,14.219,1.2159787,1.902,6.311,0.3013,0.07,1.342,0.178,0.0229,0.3445,,7869523456,291224992,126.646,0.03691,0.090179995,0.6,0.701
ELISA.HE,Elisa Corporation,Communication Services,Telecom Services,3.3,18,4,0.15897,45.63,2.36,2.5,19.275425,18.196001,3.89,6.713,6.7764044,4.049,12.18,0.33241,0.17446,0.017,0.021,0.0471,0.911,3.92,8781769728,278112512,145.94,0.098450005,0.35299,0.536,0.612
EMSN.SW,EMS-CHEMIE N,Basic Materials,Specialty Chemicals,2.9,7,7,0.683951,660.0,22.77,22.85,28.56829,28.468271,-64.4,77.634,8.379061,6.112,23.031,0.26538,0.21497999,-0.093,0.067,0.023599999,0.7253,2.15,15127610368,626471104,0.733,0.16462,0.29126,2.093,4.202
ENG.MC,"ENAGAS,S.A.",Utilities,Utilities—Regulated Gas,3.3,19,2,0.579863,15.295,2.0,1.08,7.67,14.203703,-0.84,11.643,1.3175299,8.058,14.433,0.5583,0.56144,,-0.051,0.1336,0.8609,8.08,7497243136,1000567360,148.342,0.022650002,0.1712,0.921,0.98
ELE.MC,"ENDESA,S.A.",Utilities,Utilities—Regulated Electric,2.3,21,1,0.568508,18.53,2.4,1.73,7.7687497,10.777457,1.62,5.887,3.1671479,1.095,6.501,0.16839,0.08146,-0.508,-0.232,0.16870001,0.6718,7.47,33647933440,1442646016,226.714,0.050430004,0.47271,0.621,1.076
ENEL.MI,ENEL,Utilities,Utilities—Diversified,1.8,24,1,0.917865,5.884,0.31,0.65,19.03871,9.08,1.35,2.513,2.3485873,1.179,7.894,0.14932999,0.02096,7.919,-0.343,0.0672,0.975,5.31,140766658560,-29794875392,173.684,0.03503,0.12322,0.602,0.963
ENGI.PA,ENGIE,Utilities,Utilities—Diversified,1.9,18,3,0.997728,14.486,-0.86,1.72,,8.432558,-0.92,10.652,1.3616221,0.663,10.931,0.06068,-0.057740003,,0.089,0.097200006,,,64821157888,16966500352,117.315,0.0043599997,-0.16317,0.646,0.943
ENI.MI,ENI,Energy,Oil & Gas Integrated,2.1,26,2,1.18433,13.974,3.65,2.34,3.810411,5.94359,-0.33,15.13,0.9192333,0.519,3.218,0.16122,0.0787,-0.932,-0.377,0.0653,0.33080003,6.39,60462739456,12016749568,60.263,0.04705,0.17247,1.086,1.44
ENT.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EOAN.F,E ON SE,Utilities,Utilities—Diversified,,24,2,0.65632,11.1,0.32,0.68,34.8125,16.382353,,6.076,1.833443,0.519,32.741,0.01587,0.00772,,0.139,0.0466,1.5313001,4.53,62732001280,2910224896,162.713,-0.0040700003,0.05248,0.904,0.982
EPI A.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQNR.OL,EQUINOR,Energy,Oil & Gas Integrated,2.6,26,1,0.549962,323.7,90.85,42.47,3.5338469,7.559453,0.0,16.344,19.643293,7.474,14.53,0.51435,0.18705,-0.716,-0.371,0.0377,0.087,3.7,961485996032,34943451136,61.522,0.24576999,0.52908003,1.654,1.83
EBS.VI,Erste Group Bank AG,Financial Services,Banks—Regional,2.0,16,3,1.639288,33.36,5.24,4.59,6.2881684,7.178649,0.61,49.85,0.66098297,6.481,,0.0,0.27162,0.323,0.217,0.056900002,0.33630002,,60070785024,,,0.0099,0.13118,,
EL.PA,ESSILORLUXOTTICA,Healthcare,Medical Instruments & Supplies,2.3,20,5,0.903482,173.8,4.84,7.5,35.690083,23.032001,2.12,83.609,2.0660455,3.515,16.563,0.21222,0.092259996,0.148,0.071,0.0185,0.6188,,89106604032,2865374976,30.62,0.03373,0.06444,0.532,0.916
ESSITY B.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RF.PA,EURAZEO SE,Financial Services,Asset Management,1.7,8,8,1.298637,53.4,8.21,10.24,6.37028,5.107422,0.02,108.853,0.4804645,1.326,3.192,0.41524,0.69429,,-0.924,0.040599998,0.2132,,4749875712,441392128,7.8,0.05172,0.30343,0.492,0.523
ERF.PA,EUROFINS SCIENT.,Healthcare,Diagnostics & Research,3.1,15,5,0.576835,54.8,3.07,3.03,17.543974,17.775578,-10.08,20.814,2.5876815,2.053,11.456,0.17924,0.06943,-0.568,-0.059,0.0179,0.32569999,,13368452096,445200000,64.617,0.04276,0.09118,1.216,1.435
ENX.PA,EURONEXT,Financial Services,Financial Data & Stock Exchanges,2.1,17,1,0.747161,66.0,3.65,5.82,17.876713,11.21134,1.46,35.802,1.822524,6.482,12.818,0.50571996,0.28195,0.009,-0.018,0.0334,0.6066,2.29,9002067968,376139616,78.439,0.00206,0.10564,0.009,1.005
ETL.PA,EUTELSAT COMMUNIC.,Technology,Communication Equipment,3.1,8,2,0.261922,5.555,0.5,0.49,11.08,11.306122,-0.2,11.97,0.46282372,3.761,3.883,0.96852994,0.27835,2.762,-0.038,,1.875,10.17,4254307840,287987488,106.081,0.058000002,0.11067,1.044,1.662
EVK.F,EVONIK INDUSTRIES NA O.N.,Basic Materials,Specialty Chemicals,,21,7,1.179409,17.805,0.59,2.37,29.84746,7.4303803,,21.015,0.83797294,0.713,6.858,0.10398,-0.017180001,,-0.186,0.0661,1.9830999,4.85,12199534592,452000000,47.338,0.022160001,-0.02685,0.699,1.709
EVT.F,EVOTEC SE,Healthcare,Drug Manufacturers—Specialty & Generic,2.1,8,5,0.981453,20.38,-1.08,0.31,,65.129036,2.78,6.719,3.0049117,4.661,42.834,0.10880999,-0.23375,,0.287,,0.0,,3502476544,-150347744,42.679,0.00566,-0.13697,2.888,3.179
EVR.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXO.AS,EXOR,Consumer Cyclical,Auto Manufacturers,1.9,8,5,,80.6,12.22,12.87,6.4697213,6.142968,0.1,89.378,0.8845577,1.124,9.127,0.12312,0.10102,3.013,0.325,0.0054,0.0,,47023132672,-22567000064,114.493,0.0294,0.17898001,1.291,1.602
EXPN.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABG.ST,Fabege AB,Real Estate,Real Estate Services,2.8,10,3,0.922407,87.2,-14.54,4.02,,21.049751,29.31,134.225,0.630434,16.559,30.007,0.55184,-1.20286,,0.326,0.0271,,2.5,62444122112,546124992,83.102,0.01413,-0.100810006,0.01,0.151
EO.PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FERG.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FER.MC,FERROVIAL SE,Industrials,Infrastructure Operations,2.4,22,2,0.878879,29.19,0.17,0.24,169.11765,119.79167,,5.091,5.6472206,3.883,43.706,0.08885,0.031170001,1.143,0.115,0.0223,4.1037,2.67,30900006912,-201500000,215.519,0.00953,0.05365,1.121,1.265
FBK.MI,FINECOBANK,Financial Services,Banks—Regional,2.2,16,1,0.984481,12.67,0.7,1.0,17.828571,12.48,0.75,3.131,3.985947,6.038,,0.0,0.47935,0.64,0.448,0.0377,0.5826,,6486875136,,,0.01474,0.28448,,
FLS.CO,FLSmidth & Co. A/S,Industrials,Specialty Industrial Machinery,2.6,10,2,,297.8,6.11,21.06,48.11784,13.9601145,0.99,190.584,1.5426269,,,0.0,0.0,,,0.0105,0.5357,,16158461952,,,,,,
FHZN.SW,FLUGHAFEN ZUERICH N,Industrials,Airports & Air Services,2.4,17,4,1.010219,178.6,6.74,,25.949554,,,87.264,2.004263,6.523,12.19,0.53512,0.20225,3.333,0.357,0.019199999,0.0,,6676306432,167512496,71.491,0.03247,0.08133,1.36,1.656
FLTR.IR,FLUTTER ENTERTAINMENT PLC,Consumer Cyclical,Gambling,2.0,18,2,0.852384,158.1,-2.0,,,,,57.111,2.7367759,3.605,31.41,0.114779994,-0.00622,,0.419,,0.0,,32858038272,1034300032,57.114,0.0100300005,-0.00634,0.688,0.808
FORTUM.HE,Fortum Corporation,Utilities,Utilities—Renewable,2.0,17,1,0.709311,11.8,1.79,1.13,6.620112,10.486726,-0.52,8.562,1.3840225,1.411,4.613,0.3058,0.31529,,-0.11,0.077199996,0.4107,5.95,12638721024,-11726749696,81.214,0.01117,0.22027999,1.312,2.017
FRA.F,FRAPORT AG,Industrials,Airports & Air Services,2.9,23,5,1.789174,48.52,2.38,4.07,20.067225,11.734643,1.76,43.33,1.1022385,3.582,13.691,0.26165,0.07085,0.73,0.284,,0.0,,13246271488,-630437504,265.285,0.01937,0.07477,1.572,1.585
FNTN.F,FREENET AG,Communication Services,Telecom Services,,15,1,0.781983,21.2,0.63,1.89,33.873016,11.291005,,11.144,1.9149318,1.27,8.831,0.14382,0.025120001,-0.271,0.019,0.078600004,3.0,6.1,3321494016,659166400,65.271,0.02535,0.04926,0.413,0.528
FME.F,FRESENIUS MEDICAL CARE AG AND C,Healthcare,Medical Care Facilities,,,8,0.961392,45.23,2.05,5.01,21.663416,8.864271,,46.106,0.96321523,1.344,11.152,0.12054,0.030350002,-0.043,0.014,0.0248,0.5517,,26377551872,1400707072,87.513,0.02596,0.05301,0.756,1.26
FRE.F,FRESENIUS SE AND CO KGAA,Healthcare,Medical Care Facilities,3.0,1,1,1.105223,29.34,2.31,4.26,12.588745,6.8262906,1.17,35.662,0.8154338,1.285,11.461,0.11215,0.02404,-0.791,0.034,0.0307,0.39830002,,53581381632,2741499904,89.669,0.0242,0.049889997,0.634,1.202
FPE3.F,FUCHS SE  VZO NA O.N.,Basic Materials,Specialty Chemicals,,15,2,0.948145,37.52,1.87,2.1,20.032085,17.838095,,12.874,2.9097407,1.449,11.173,0.12966,0.075679995,0.148,0.065,0.0292,,2.66,5206576640,220238000,14.015,0.09422,0.15277,1.098,1.984
GLPG.AS,GALAPAGOS,Healthcare,Biotechnology,2.5,11,7,0.020817,35.69,-2.86,-3.16,,-11.313291,-0.72,39.212,0.9117107,-2.692,11.187,-0.24059999,-0.2809,,0.09,,0.0,,-1507655552,-135580496,0.597,-0.020750001,-0.060159996,8.299,8.487
GALE.SW,GALENICA N,Healthcare,Medical Distribution,2.8,5,1,0.213853,70.05,3.32,3.48,20.768072,19.813217,5.12,26.577,2.5943484,1.042,18.534,0.056209996,0.06537,1.246,0.055,0.0324,0.6832,2.93,4290310144,141116992,56.927,0.04553,0.12949,0.773,1.269
GALP.LS,GALP ENERGIA-NOM,Energy,Oil & Gas Integrated,2.4,20,7,0.928841,12.18,2.44,1.19,5.008197,10.268908,1.69,5.343,2.2871046,0.549,3.63,0.15135999,0.05662,-0.639,-0.307,0.0433,0.23799999,4.96,13246868480,2593625088,89.114,0.10225,0.31533,1.131,1.695
G1A.F,GEA GROUP AG,Industrials,Specialty Industrial Machinery,,,1,,35.89,2.27,2.11,15.572687,16.753555,0.59,13.12,2.6943598,1.1,9.951,0.11057,0.080290005,0.312,0.056,0.026300002,0.38779998,2.78,5920453120,127694872,,0.055949997,0.18882,0.643,1.136
GEBN.SW,GEBERIT N,Industrials,Building Products & Equipment,3.3,18,2,0.796744,441.5,20.39,20.17,21.608633,21.844324,15.17,44.121,9.986175,4.783,17.953,0.26641,0.21221,0.014,-0.089,0.0269,0.6124,2.27,15803611136,,68.778,,,,
GFC.PA,GECINA,Real Estate,REIT—Office,2.3,16,2,1.105601,94.65,2.29,6.03,40.545853,15.398009,3.57,159.237,0.5830931,17.328,27.089,0.63967997,-1.28385,,0.09,0.0558,,4.55,13505622016,431336640,60.703,0.01496,-0.08048,0.396,0.518
GMAB.CO,Genmab A/S,Healthcare,Biotechnology,2.6,23,4,0.655185,2483.0,82.52,85.61,29.762484,28.688236,3.37,440.462,5.5759635,8.433,19.916,0.42344,0.29017,-0.281,0.328,,0.0,,138018324480,3657999872,2.792,0.13809,0.17841,14.901,14.927
GF.SW,GEORG FISCHER N,Industrials,Specialty Industrial Machinery,2.0,6,2,1.253217,56.2,3.37,3.96,16.587538,14.116162,1.44,19.024,2.9383936,1.189,9.333,0.12743,0.068330005,-0.02,-0.005,0.0226,0.38919997,2.15,4769399808,163976992,44.947,0.06864,0.17792,1.258,2.038
GXI.F,GERRESHEIMER AG,Healthcare,Medical Instruments & Supplies,1.6,14,4,0.986752,118.3,3.37,5.9,34.45104,19.677965,1.63,42.004,2.7640224,2.604,13.596,0.19150999,0.05447,0.309,0.124,0.0105,0.3709,1.62,5101156864,-44384752,75.241,0.04019,0.08537,0.587,1.179
GETI B.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GET.PA,GETLINK SE,Industrials,Railroads,2.6,14,4,0.903103,15.135,0.47,0.57,31.478724,25.95614,4.07,4.23,3.4976358,6.451,11.841,0.54478,0.18293,2.053,0.617,0.0325,0.7576,,12660364288,595162240,251.69,0.061350003,0.16743,2.553,2.558
GIVN.SW,GIVAUDAN N,Basic Materials,Specialty Chemicals,2.7,20,1,0.424299,2772.0,92.63,109.83,29.536867,24.911226,,427.105,6.4059186,4.402,23.396,0.18813999,0.12357,0.021,-0.032,0.0238,0.71339995,1.96,30812934144,392750016,138.875,0.05627,0.21715,0.732,1.297
GJF.OL,GJENSIDIGE FORSIKRING,Financial Services,Insurance—Property & Casualty,2.4,14,3,0.2676,159.8,10.86,11.77,14.447514,13.330501,1.26,41.971,3.7382953,0.689,3.233,0.21309,0.15062,2.4,0.305,0.0521,0.7604,,25139365888,-60614164480,16.805,0.034879997,0.23732,49.029,50.685
GL9.IR,GLANBIA PLC,Consumer Defensive,Packaged Foods,,,2,0.511733,14.88,0.72,1.21,20.777777,12.363636,0.87,6.878,2.175051,0.768,10.945,0.07018,0.04565,-0.107,0.306,0.0232,0.42450002,2.29,4334389760,444024992,54.207,0.04546,0.11062,0.725,1.386
GLEN.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN.CO,GN Store Nord A/S,Healthcare,Medical Devices,2.2,17,4,1.123391,150.5,5.24,11.85,26.870232,11.881856,2.2,51.807,2.7177796,1.851,14.314,0.12934,0.03403,,0.092,,0.0,,35255324672,-108250000,251.448,0.04203,0.111499995,0.597,0.968
GPE.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLJ.F,GRENKE AG NA O.N.,Financial Services,Credit Services,2.4,7,4,,23.9,1.68,3.54,14.136906,6.7090397,1.72,29.278,0.8111893,,,0.0,0.0,,,0.0188,0.3036,,1111244160,,,,,,
GRF.MC,GRIFOLS S.A.,Healthcare,Drug Manufacturers—General,2.5,17,3,0.44436,13.53,0.33,0.59,40.30303,22.542374,,8.637,1.5398866,3.242,22.804,0.14217,0.0013,-0.385,0.078,,0.0,,21003968512,-194460000,121.944,0.01805,0.01243,0.75,2.56
GBLB.BR,GBL,Financial Services,Asset Management,1.8,6,5,0.83308,72.56,-3.77,3.03,,23.696371,12.12,110.393,0.6504036,1.931,12.425,0.15538,0.02164,,,0.0375,,3.48,17400981504,328187488,47.678,0.01677,-0.00352,0.481,1.362
GSK.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLMA.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMSO.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNR1.F,HANNOVER RUECK SE NA O.N.,Financial Services,Insurance—Reinsurance,,22,5,0.598031,196.45,12.13,9.99,15.993404,19.41942,,76.623,2.5318768,0.743,6.246,0.11894,0.04644,0.236,-0.221,0.0253,0.38880002,2.75,24824152064,,48.598,0.03041,0.16756001,0.119,0.195
HL..LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAS.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEI.F,HEIDELBERG MATERIALS,Basic Materials,Building Materials,,24,4,1.398561,76.72,8.49,6.41,8.925796,11.822153,,88.563,0.85566205,1.022,6.671,0.15324001,0.08178,0.368,0.053,0.0337,0.2827,3.23,22173290496,683562496,45.99,0.04358,0.11247,0.722,1.177
HEIO.AS,HEINEKEN HOLDING,Consumer Defensive,Beverages—Brewers,2.2,3,,0.647236,74.65,4.66,5.34,15.879828,13.857677,,32.966,2.244737,1.721,9.878,0.17424,0.043649998,-0.072,0.077,0.0256,0.38439998,1.74,51218227200,380124992,91.71,0.03711,0.12826,0.481,0.767
HEIA.AS,HEINEKEN,Consumer Defensive,Beverages—Brewers,2.3,24,2,0.640802,89.3,4.65,5.74,19.079569,15.456447,1.47,34.236,2.5914242,2.384,13.546,0.17602,0.08646,-0.072,0.077,0.021300001,0.38529998,1.53,70955540480,329375008,90.001,0.04002,0.12705,0.481,0.767
HLE.F,HELLA GMBH+CO. KGAA O.N.,Consumer Cyclical,Auto Parts,,22,7,,65.7,1.92,3.93,33.854168,16.53944,,25.434,2.5556343,0.995,-156.499,-0.00636,0.07948,,,0.0041,0.2552,,7521878016,,45.249,,,1.104,1.666
HELN.SW,HELVETIA HOLDING N,Financial Services,Insurance—Diversified,3.4,4,5,0.954958,131.6,10.6,11.25,12.264151,11.555555,1.31,74.315,1.7493103,0.708,9.298,0.07619,0.05445,0.505,-0.08,0.0444,0.5189,4.65,7481010176,723724992,51.459,0.0063899998,0.10342,0.384,0.663
HEN3.F,HENKEL AG ANDCO KGAA,Consumer Defensive,Household & Personal Products,2.7,24,6,0.538228,71.98,2.88,4.26,24.937498,16.859154,4.07,46.404,1.5477114,1.431,11.739,0.12187,0.0614,0.298,0.001,0.025799999,0.571,,32058906624,1428999936,18.455,0.04346,0.069070004,0.716,1.118
HM B.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HER.MI,HERA,Utilities,Utilities—Diversified,1.8,5,9,0.799015,2.578,0.22,0.24,11.79091,10.808334,50.95,2.296,1.129791,0.414,7.118,0.05815,0.01944,,-0.25,0.0477,0.4682,3.45,8271240192,-443575008,156.026,0.03083,0.12765001,0.918,1.334
