"Symbol","Description","Local Symbol","IPO Date","Category1","Category2","Category3","GICS Sector","ISIN","SEDOL","Market Cap","Currency","Actions"
"LN:INCH","Inchcape plc","INCH","01/02/1986","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB00B61TVQ02","B61TVQ0","2,674,091,520","GBP","Analyze"
"LN:MDC","Mediclinic International plc","MDC","06/24/2013","Global Equity","Common stocks","Developed markets ex-US","Health Care","GB00B8HX8Z88","B8HX8Z8","2,649,655,040","GBP","Analyze"
"LN:ABC","Abcam plc","ABC","11/03/2005","Global Equity","Common stocks","Developed markets ex-US","Health Care","GB00B6774699","B677469","2,635,110,912","GBP","Analyze"
"LN:SCT","Softcat plc","SCT","08/01/2005","Global Equity","Common stocks","Developed markets ex-US","Information Technology","GB00BYZDVK82","BYZDVK8","2,559,358,720","GBP","Analyze"
"LN:DARK","Darktrace plc","DARK","04/30/2021","Global Equity","Common stocks","Developed markets ex-US","Information Technology","GB00BNYK8G86","","2,539,681,024","GBP","Analyze"
"LN:SPD","Sports Direct International plc","SPD","02/27/2007","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB00B1QH8P22","B1QH8P2","2,451,802,112","GBP","Analyze"
"LN:ENOG","Energean Oil & Gas Plc","ENOG","03/16/2018","Global Equity","Common stocks","Developed markets ex-US","Energy","GB00BG12Y042","BG12Y04","2,433,820,416","GBP","Analyze"
"LN:IWG","IWG PLC","IWG","10/17/2000","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JE00BYVQYS01","BYVQYS0","2,425,978,368","GBP","Analyze"
"LN:JET2","Jet2 plc","JET2","01/05/1989","Global Equity","Comon stocks","Developed markets ex-US","Industrials","GB00B1722W11","","2,420,902,400","GBP","Analyze"
"LN:TPK","Travis Perkins plc","TPK","09/19/1986","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB0007739609","0773960","2,405,747,968","GBP","Analyze"
"LN:LMP","LondonMetric Property Plc","LMP","11/07/2007","Global Equity","REITs","Developed markets ex-US","Real Estate","GB00B4WFW713","B4WFW71","2,401,352,704","GBP","Analyze"
"LN:ULE","Ultra Electronics Holdings plc","ULE","10/03/1996","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB0009123323","0912332","2,382,093,312","GBP","Analyze"
"LN:FUTR","Future PLC","FUTR","01/27/2005","Global Equity","Common stocks","Developed markets ex-US","Communication Services","GB00BYZN9041","BYZN904","2,340,929,536","GBP","Analyze"
"LN:ROR","Rotork plc","ROR","01/03/1986","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB00BVFNZH21","BVFNZH2","2,309,302,784","GBP","Analyze"
"LN:BYG","Big Yellow Group Plc","BYG","05/11/2000","Global Equity","REITs","Developed markets ex-US","Real Estate","GB0002869419","0286941","2,300,075,008","GBP","Analyze"
"LN:GAW","Games Workshop Group PLC","GAW","10/07/1994","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB0003718474","0371847","2,290,568,960","GBP","Analyze"
"LN:OSB","OneSavings Bank Plc","OSB","06/05/2014","Global Equity","Common stocks","Developed markets ex-US","Financials","GB00BM7S7K96","BM7S7K9","2,273,878,272","GBP","Analyze"
"LN:GRI","Grainger plc","GRI","01/08/1986","Global Equity","Common stocks","Developed markets ex-US","Real Estate","GB00B04V1276","B04V127","2,247,649,024","GBP","Analyze"
"LN:SAFE","Safestore Holdings plc","SAFE","03/09/2007","Global Equity","REITs","Developed markets ex-US","Real Estate","GB00B1N7Z094","B1N7Z09","2,238,982,912","GBP","Analyze"
"LN:AGK","Aggreko Plc","AGK","09/29/1997","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB00BK1PTB77","BK1PTB7","2,227,041,536","GBP","Analyze"
"LN:INDV","Indivior PLC","INDV","12/23/2014","Global Equity","Common stocks","Developed markets ex-US","Health Care","GB00BRS65X63","BRS65X6","2,212,112,640","GBP","Analyze"
"LN:GRG","Greggs plc","GRG","01/06/1986","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB00B63QSB39","B63QSB3","2,197,071,872","GBP","Analyze"
"LN:BVIC","Britvic plc","BVIC","12/09/2005","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","GB00B0N8QD54","B0N8QD5","2,196,714,752","GBP","Analyze"
"LN:SHB","Shaftesbury PLC","SHB","01/05/2000","Global Equity","REITs","Developed markets ex-US","Real Estate","GB0007990962","0799096","2,184,262,400","GBP","Analyze"
"LN:QQ","QinetiQ Group plc","QQ","02/10/2006","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB00B0WMWD03","B0WMWD0","2,093,942,656","GBP","Analyze"
"LN:VMUK","Virgin Money UK PLC","VMUK","02/03/2016","Global Equity","Comon stocks","Developed markets ex-US","Financials","GB00BD6GN030","","2,064,054,144","GBP","Analyze"
"LN:N91","Ninety One Plc","N91","03/16/2020","Global Equity","Common stocks","Developed markets ex-US","Financials","GB00BJHPLV88","BJHPLV8","2,061,342,976","GBP","Analyze"
"LN:JLG","John Laing Group plc","JLG","02/12/2015","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB00BVC3CB83","BVC3CB8","1,998,405,760","GBP","Analyze"
"LN:QLT","Quilter plc","QLT","06/25/2018","Global Equity","Common stocks","Developed markets ex-US","Financials","GB00BDCXV269","BDCXV26","1,996,868,096","GBP","Analyze"
"LN:HAS","Hays plc","HAS","10/26/1989","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB0004161021","0416102","1,992,274,048","GBP","Analyze"
"LN:CYBG","CYBG PLC","CYBG","02/03/2016","Global Equity","Common stocks","Developed markets ex-US","Financials","GB00BD6GN030","BD6GN03","1,973,858,304","GBP","Analyze"
"LN:AGR","Assura Plc","AGR","01/28/2015","Global Equity","REITs","Developed markets ex-US","Real Estate","GB00BVGBWW93","BVGBWW9","1,972,025,472","GBP","Analyze"
"LN:DOCS","Dr. Martens Plc","DOCS","01/29/2021","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB00BL6NGV24","BL6NGV2","1,956,430,464","GBP","Analyze"
"LN:SMWH","WH Smith PLC","SMWH","01/02/1986","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB00B2PDGW16","B2PDGW1","1,953,831,808","GBP","Analyze"
"LN:PHP","Primary Health Properties Plc","PHP","03/19/1996","Global Equity","REITs","Developed markets ex-US","Real Estate","GB00BYRJ5J14","BYRJ5J1","1,913,328,640","GBP","Analyze"
"LN:VTY","Vistry Group PLC","VTY","12/09/1997","Global Equity","Comon stocks","Developed markets ex-US","Consumer Discretionary","GB0001859296","","1,881,629,440","GBP","Analyze"
"LN:SSPG","SSP Group plc","SSPG","07/10/2014","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB00BFWK4V16","BFWK4V1","1,869,451,648","GBP","Analyze"
"LN:ITM","Itm Power Plc","ITM","06/11/2004","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB00B0130H42","B0130H4","1,867,679,360","GBP","Analyze"
"LN:GPOR","Great Portland Estates Plc","GPOR","12/31/1999","Global Equity","REITs","Developed markets ex-US","Real Estate","GB00BF5H9P87","BF5H9P8","1,867,199,104","GBP","Analyze"
"LN:TGA","Thungela Resources Ltd","TGA","06/07/2021","Global Equity","Common stocks","Developed markets ex-US","Energy","ZAE000296554","BMV3M27","1,842,938,240","GBP","Analyze"
"LN:SRP","Serco Group plc","SRP","05/12/1988","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB0007973794","0797379","1,827,605,760","GBP","Analyze"
"LN:ROO","Deliveroo plc","ROO","03/31/2021","Global Equity","Comon stocks","Developed markets ex-US","Consumer Discretionary","GB00BNC5T391","","1,819,098,624","GBP","Analyze"
"LN:RDW","Redrow plc","RDW","06/06/1994","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB0007282386","0728238","1,812,017,664","GBP","Analyze"
"LN:VVO","Vivo Energy plc","VVO","05/04/2018","Global Equity","Comon stocks","Developed markets ex-US","Consumer Discretionary","GB00BDGT2M75","","1,802,321,536","GBP","Analyze"
"LN:GNS","Genus plc","GNS","07/06/2000","Global Equity","Common stocks","Developed markets ex-US","Health Care","GB0002074580","0207458","1,765,269,504","GBP","Analyze"
"LN:KWS","Keywords Studios PLC","KWS","07/15/2013","Global Equity","Common stocks","Developed markets ex-US","Information Technology","GB00BBQ38507","BBQ3850","1,704,797,184","GBP","Analyze"
"LN:GLO","ContourGlobal plc","GLO","11/09/2017","Global Equity","Common stocks","Developed markets ex-US","Utilities","GB00BF448H58","BF448H5","1,679,720,960","GBP","Analyze"
"LN:WG","John Wood Group PLC","WG","07/04/2011","Global Equity","Common stocks","Developed markets ex-US","Energy","GB00B5N0P849","B5N0P84","1,678,539,648","GBP","Analyze"
"LN:DNLM","Dunelm Group plc","DNLM","10/19/2006","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB00B1CKQ739","B1CKQ73","1,674,479,360","GBP","Analyze"
"LN:HSTG","Hastings Group Holdings plc","HSTG","10/12/2015","Global Equity","Common stocks","Developed markets ex-US","Financials","GB00BYRJH519","BYRJH51","1,652,893,824","GBP","Analyze"
"LN:PTEC","Playtech plc","PTEC","03/28/2006","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","IM00B7S9G985","B7S9G98","1,651,264,256","GBP","Analyze"
"LN:CWK","Cranswick plc","CWK","01/16/1986","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","GB0002318888","0231888","1,642,992,000","GBP","Analyze"
"LN:CBG","Close Brothers Group plc","CBG","01/02/1986","Global Equity","Common stocks","Developed markets ex-US","Financials","GB0007668071","0766807","1,640,409,856","GBP","Analyze"
"LN:SFOR","S4 Capital Plc","SFOR","12/29/2016","Global Equity","Common stocks","Developed markets ex-US","Communication Services","GB00BFZZM640","BFZZM64","1,621,543,808","GBP","Analyze"
"LN:GPE","GREAT PORTLAND ESTATES PLC","GPE","12/27/1999","Global Equity","Comon stocks","Developed markets ex-US","Real Estate","","","1,615,869,824","GBP","Analyze"
"LN:SUPR","Supermarket Income Reit Plc","SUPR","10/16/2017","Global Equity","Common stocks","Developed markets ex-US","Real Estate","GB00BF345X11","BF345X1","1,598,361,600","GBP","Analyze"
"LN:ASHM","Ashmore Group PLC","ASHM","10/12/2006","Global Equity","Common stocks","Developed markets ex-US","Financials","GB00B132NW22","B132NW2","1,589,412,352","GBP","Analyze"
"LN:DC","Dixons Carphone plc","DC","03/24/2010","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB00B4Y7R145","B4Y7R14","1,578,220,416","GBP","Analyze"
"LN:BBY","Balfour Beatty plc","BBY","01/02/1986","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB0000961622","0096162","1,576,892,928","GBP","Analyze"
"LN:BAB","Babcock International Group PLC","BAB","08/14/1989","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB0009697037","0969703","1,575,440,256","GBP","Analyze"
"LN:BRW","Brewin Dolphin Holdings PLC","BRW","06/09/1994","Global Equity","Common stocks","Developed markets ex-US","Financials","GB0001765816","0176581","1,558,129,664","GBP","Analyze"
"LN:SVS","Savills plc","SVS","07/21/1988","Global Equity","Common stocks","Developed markets ex-US","Real Estate","GB00B135BJ46","B135BJ4","1,537,822,208","GBP","Analyze"
"LN:PLUS","Plus500 Ltd","PLUS","07/29/2013","Global Equity","Common stocks","Developed markets ex-US","Financials","IL0011284465","BBT3PS9","1,520,022,528","GBP","Analyze"
"LN:NEX","National Express Group PLC","NEX","12/10/1992","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB0006215205","0621520","1,515,564,288","GBP","Analyze"
"LN:VCT","Victrex plc","VCT","01/08/1996","Global Equity","Common stocks","Developed markets ex-US","Materials","GB0009292243","0929224","1,496,116,224","GBP","Analyze"
"LN:SIR","Secure Income REIT Plc","SIR","12/11/2017","Global Equity","Common stocks","Developed markets ex-US","Real Estate","GB00BLMQ9L68","BLMQ9L6","1,495,421,568","GBP","Analyze"
"LN:PAGE","PageGroup plc","PAGE","03/28/2001","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB0030232317","3023231","1,480,099,968","GBP","Analyze"
"LN:RWS","RWS Holdings plc","RWS","06/05/2000","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB00BVFCZV34","BVFCZV3","1,472,075,648","GBP","Analyze"
"LN:DATA","GlobalData Plc","DATA","06/30/2000","Global Equity","Comon stocks","Developed markets ex-US","Industrials","GB00B87ZTG26","","1,461,042,048","GBP","Analyze"
"LN:SNN","Sanne Group Plc Common Stock Gbp 1","SNN","04/01/2015","Global Equity","Common stocks","Developed markets ex-US","Financials","JE00BVRZ8S85","BVRZ8S8","1,449,848,064","GBP","Analyze"
"LN:SYNT","Synthomer plc","SYNT","01/07/1986","Global Equity","Common stocks","Developed markets ex-US","Materials","GB0009887422","0988742","1,444,068,224","GBP","Analyze"
"LN:DOM","Domino's Pizza Group plc","DOM","11/24/1999","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB00BYN59130","BYN5913","1,439,901,952","GBP","Analyze"
"LN:CLSN","Calisen Plc","CLSN","02/07/2020","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB00BKX9C181","BKX9C18","1,429,134,336","GBP","Analyze"
"LN:PETS","Pets at Home Group Plc","PETS","03/12/2014","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB00BJ62K685","BJ62K68","1,416,000,000","GBP","Analyze"
"LN:TRN","Trainline Plc","TRN","06/21/2019","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB00BKDTK925","BKDTK92","1,412,240,640","GBP","Analyze"
"LN:SPT","Spirent Communications plc","SPT","01/03/1986","Global Equity","Common stocks","Developed markets ex-US","Information Technology","GB0004726096","0472609","1,410,677,120","GBP","Analyze"
"LN:BUR","Burford Capital Limited","BUR","10/21/2009","Global Equity","Common stocks","Developed markets ex-US","Financials","GG00B4L84979","B4L8497","1,410,354,688","GBP","Analyze"
"LN:PLP","Polypipe Group plc","PLP","04/11/2014","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB00BKRC5K31","BKRC5K3","1,401,448,192","GBP","Analyze"
"LN:ASC","ASOS Plc","ASC","10/03/2001","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB0030927254","3092725","1,399,162,752","GBP","Analyze"
"LN:MSLH","Marshalls plc","MSLH","01/03/1986","Global Equity","Common stocks","Developed markets ex-US","Materials","GB00B012BV22","B012BV2","1,335,676,288","GBP","Analyze"
"LN:SRE","Sirius Real Estate Limited","SRE","05/01/2007","Global Equity","Common stocks","Developed markets ex-US","Real Estate","GG00B1W3VF54","B1W3VF5","1,333,918,080","GBP","Analyze"
"LN:CAPC","Capital & Counties Properties PLC","CAPC","05/12/2010","Global Equity","Common stocks","Developed markets ex-US","Real Estate","GB00B62G9D36","B62G9D3","1,327,136,128","GBP","Analyze"
"LN:GBG","GB Group plc","GBG","06/01/1993","Global Equity","Common stocks","Developed markets ex-US","Information Technology","GB0006870611","0687061","1,326,179,840","GBP","Analyze"
"LN:HCM","Hutchison China MediTech Limited","HCM","05/19/2006","Global Equity","Common stocks","Emerging markets","Health Care","KYG4672N1016","B11Y2X4","1,314,087,168","GBP","Analyze"
"LN:DJAN","Daejan Holdings Plc","DJAN","01/06/1986","Global Equity","Common stocks","Developed markets ex-US","Real Estate Development & Operations","GB0002502036","0250203","1,311,779,712","GBP","Analyze"
"LN:DTG","Dart Group PLC","DTG","01/05/1989","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB00B1722W11","B1722W1","1,302,361,216","GBP","Analyze"
"LN:ASCL","Ascential plc","ASCL","02/09/2016","Global Equity","Common stocks","Developed markets ex-US","Communication Services","GB00BYM8GJ06","BYM8GJ0","1,302,260,864","GBP","Analyze"
"LN:WKP","Workspace Group plc","WKP","12/15/1993","Global Equity","REITs","Developed markets ex-US","Real Estate","GB00B67G5X01","B67G5X0","1,297,389,184","GBP","Analyze"
"LN:CWR","Ceres Power Holdings Plc","CWR","11/25/2004","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB00BG5KQW09","BG5KQW0","1,291,186,816","GBP","Analyze"
"LN:LXI","LXI REIT plc","LXI","02/27/2017","Global Equity","Common stocks","Developed markets ex-US","Real Estate","GB00BYQ46T41","BYQ46T4","1,287,136,768","GBP","Analyze"
"LN:HMSO","Hammerson plc","HMSO","02/22/2018","Global Equity","REITs","Developed markets ex-US","Real Estate","GB0004065016","0406501","1,284,724,864","GBP","Analyze"
"LN:KNOS","Kainos Group plc","KNOS","07/10/2015","Global Equity","Common stocks","Developed markets ex-US","Information Technology","GB00BZ0D6727","BZ0D672","1,281,725,696","GBP","Analyze"
"LN:RAT","Rathbone Brothers Plc","RAT","01/09/1986","Global Equity","Common stocks","Developed markets ex-US","Financials","GB0002148343","0214834","1,273,887,744","GBP","Analyze"
"LN:NETW","Network International Holdings Plc","NETW","04/10/2019","Global Equity","Common stocks","Developed markets ex-US","Information Technology","GB00BH3VJ782","BH3VJ78","1,273,506,816","GBP","Analyze"
"LN:TEP","Telecom Plus PLC","TEP","07/26/2000","Global Equity","Common stocks","Developed markets ex-US","Utilities","GB0008794710","0879471","1,264,865,536","GBP","Analyze"
"LN:MCRO","Micro Focus International plc","MCRO","05/12/2005","Global Equity","Common stocks","Developed markets ex-US","Information Technology","GB00BJ1F4N75","BJ1F4N7","1,260,779,008","GBP","Analyze"
"LN:EIG","Ei Group plc","EIG","11/07/1995","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB00B1L8B624","B1L8B62","1,259,927,040","GBP","Analyze"
"LN:SMP","St. Modwen Properties PLC","SMP","04/28/1986","Global Equity","Common stocks","Developed markets ex-US","Real Estate","GB0007291015","0729101","1,253,227,776","GBP","Analyze"
"LN:OXIG","Oxford Instruments plc","OXIG","01/02/1986","Global Equity","Common stocks","Developed markets ex-US","Information Technology","GB0006650450","0665045","1,245,462,400","GBP","Analyze"
"LN:BOY","Bodycote plc","BOY","01/06/1986","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB00B3FLWH99","B3FLWH9","1,220,531,968","GBP","Analyze"
"LN:MAB","Mitchells & Butlers plc","MAB","03/31/2003","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB00B1FP6H53","B1FP6H5","1,219,402,368","GBP","Analyze"
"LN:CSP","Countryside Properties PLC","CSP","02/12/2016","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB00BYPHNG03","BYPHNG0","1,215,612,416","GBP","Analyze"
"LN:CVSG","CVS Group plc","CVSG","10/10/2007","Global Equity","Common stocks","Developed markets ex-US","Health Care","GB00B2863827","B286382","1,197,553,152","GBP","Analyze"
"LN:GAMA","Gamma Communications plc","GAMA","10/10/2014","Global Equity","Common stocks","Developed markets ex-US","Communication Services","GB00BQS10J50","BQS10J5","1,194,128,640","GBP","Analyze"
"LN:KAPE","Kape Technologies Plc","KAPE","09/30/2014","Global Equity","Common stocks","Developed markets ex-US","Information Technology","IM00BQ8NYV14","BQ8NYV1","1,175,799,680","GBP","Analyze"
"LN:YOU","YouGov plc","YOU","04/25/2005","Global Equity","Comon stocks","Developed markets ex-US","Communication Services","GB00B1VQ6H25","","1,158,528,768","GBP","Analyze"
"LN:SMS","Smart Metering Systems plc","SMS","07/08/2011","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB00B4X1RC86","B4X1RC8","1,150,568,832","GBP","Analyze"
"LN:POLY","Polymetal International plc","POLY","10/28/2011","Global Equity","Common stocks","","Materials","JE00B6T5S470","B6T5S47","1,149,253,376","GBP","Analyze"
"LN:IHP","IntegraFin Holdings plc","IHP","02/27/2018","Global Equity","Common stocks","Developed markets ex-US","Financials","GB00BD45SH49","BD45SH4","1,145,711,360","GBP","Analyze"
"LN:BREE","Breedon Group plc","BREE","06/12/2008","Global Equity","Common stocks","Developed markets ex-US","Materials","JE00B2419D89","B2419D8","1,144,035,200","GBP","Analyze"
"LN:RHIM","RHI Magnesita N.V","RHIM","10/30/2017","Global Equity","Common stocks","Developed markets ex-US","Materials","NL0012650360","BYZ2JR8","1,141,855,872","GBP","Analyze"
"LN:PAG","Paragon Banking Group PLC","PAG","05/15/1989","Global Equity","Common stocks","Developed markets ex-US","Financials","GB00B2NGPM57","B2NGPM5","1,137,318,656","GBP","Analyze"
"LN:UKCM","UK Commercial Property Trust Limited","UKCM","09/22/2006","Global Equity","Common stocks","Developed markets ex-US","Real Estate","GB00B19Z2J52","B19Z2J5","1,129,187,328","GBP","Analyze"
"LN:ATG","Auction Technology Group Plc","ATG","02/23/2021","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB00BMVQDZ64","BMVQDZ6","1,123,246,464","GBP","Analyze"
"LN:TALK","TalkTalk Telecom Group PLC","TALK","03/24/2010","Global Equity","Common stocks","Developed markets ex-US","Communication Services","GB00B4YCDF59","B4YCDF5","1,110,735,616","GBP","Analyze"
"LN:ERM","Euromoney Institutional Investor PLC","ERM","01/22/1990","Global Equity","Common stocks","Developed markets ex-US","Communication Services","GB0006886666","0688666","1,110,386,304","GBP","Analyze"
"LN:COA","Coats Group plc","COA","01/07/1986","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB00B4YZN328","B4YZN32","1,095,237,760","GBP","Analyze"
"LN:HGM","Highland Gold Mining Limited","HGM","12/17/2002","Global Equity","Common stocks","","Unknown","GB0032360173","3236017","1,090,235,392","GBP","Analyze"
"LN:AJB","Aj Bell Plc","AJB","12/07/2018","Global Equity","Common stocks","Developed markets ex-US","Financials","GB00BFZNLB60","BFZNLB6","1,086,824,064","GBP","Analyze"
"LN:HILS","Hill & Smith Holdings PLC","HILS","01/02/1986","Global Equity","Common stocks","Developed markets ex-US","Materials","GB0004270301","0427030","1,068,349,824","GBP","Analyze"
"LN:AWE","Alphawave IP Group plc","AWE","05/13/2021","Global Equity","Comon stocks","Developed markets ex-US","Information Technology","GB00BNDRMJ14","","1,067,664,000","GBP","Analyze"
"LN:HFG","Hilton Food Group plc","HFG","05/17/2007","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","GB00B1V9NW54","B1V9NW5","1,049,799,936","GBP","Analyze"
"LN:FDM","FDM Group (Holdings) plc","FDM","06/20/2014","Global Equity","Common stocks","Developed markets ex-US","Information Technology","GB00BLWDVP51","BLWDVP5","1,048,243,264","GBP","Analyze"
"LN:JTC","JTC PLC","JTC","03/14/2018","Global Equity","Comon stocks","Developed markets ex-US","Financials","JE00BF4X3P53","","1,040,474,176","GBP","Analyze"
"LN:DEC","Diversified Energy Company PLC","DEC","01/01/1900","Global Equity","Common stocks","Developed markets ex-US","Energy","GB00BYX7JT74","","1,029,163,008","GBP","Analyze"
"LN:PFD","Premier Foods plc","PFD","07/20/2004","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","GB00B7N0K053","B7N0K05","1,026,968,768","GBP","Analyze"
"LN:BOO","boohoo group plc","BOO","03/17/2014","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JE00BG6L7297","BG6L729","1,020,442,112","GBP","Analyze"
"LN:BYIT","Bytes Technology Group Ltd","BYIT","12/11/2020","Global Equity","Common stocks","Developed markets ex-US","Information Technology","GB00BMH18Q19","BMH18Q1","1,016,840,576","GBP","Analyze"
"LN:FXPO","Ferrexpo Plc","FXPO","06/15/2007","Global Equity","Common stocks","Developed markets ex-US","Materials","GB00B1XH2C03","B1XH2C0","1,015,965,056","GBP","Analyze"
"LN:VEC","Vectura Group plc","VEC","07/02/2004","Global Equity","Common stocks","Developed markets ex-US","Health Care","GB00B01D1K48","B01D1K4","1,011,693,952","GBP","Analyze"
"LN:IDEA","Ideagen Plc","IDEA","07/02/2012","Global Equity","Common stocks","Developed markets ex-US","Information Technology","GB00B0CM0C50","B0CM0C5","1,010,500,096","GBP","Analyze"
"LN:GCP","GCP Infrastructure Investments Limited","GCP","07/22/2010","Global Equity","Common stocks","Developed markets ex-US","Unknown","JE00B6173J15","B6173J1","993,498,624","GBP","Analyze"
"LN:JHD","James Halstead plc","JHD","01/02/1986","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB00B0LS8535","B0LS853","986,754,432","GBP","Analyze"
"LN:IPX","Impax Asset Management Group Plc","IPX","03/08/1999","Global Equity","Common stocks","Developed markets ex-US","Financials","GB0004905260","0490526","974,587,968","GBP","Analyze"
"LN:CHG","Chemring Group PLC","CHG","01/06/1986","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB00B45C9X44","B45C9X4","972,695,808","GBP","Analyze"
"LN:CEY","Centamin plc","CEY","12/21/2001","Global Equity","Common stocks","Developed markets ex-US","Materials","JE00B5TT1872","B5TT187","969,258,944","GBP","Analyze"
"LN:FCPT","F&C Commercial Property Trust Limited","FCPT","07/07/2009","Global Equity","Common stocks","Developed markets ex-US","Real Estate","GG00B4ZPCJ00","B4ZPCJ0","968,831,552","GBP","Analyze"
"LN:DIGS","GCP Student Living PLC","DIGS","06/24/2013","Global Equity","REITs","Developed markets ex-US","Real Estate","GB00B8460Z43","B8460Z4","966,915,328","GBP","Analyze"
"LN:LRE","Lancashire Holdings Limited","LRE","12/13/2005","Global Equity","Common stocks","Developed markets ex-US","Financials","BMG5361W1047","B0PYHC7","962,968,448","GBP","Analyze"
"LN:CKN","Clarkson PLC","CKN","06/30/1986","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB0002018363","0201836","954,587,392","GBP","Analyze"
"LN:TCAP","TP ICAP plc","TCAP","02/22/2018","Global Equity","Common stocks","Developed markets ex-US","Financials","GB00B1H0DZ51","B1H0DZ5","948,771,200","GBP","Analyze"
"LN:LTG","Learning Technologies Group plc","LTG","06/15/2011","Global Equity","Common stocks","Developed markets ex-US","Information Technology","GB00B4T7HX10","B4T7HX1","944,808,000","GBP","Analyze"
"LN:JUP","Jupiter Fund Management Plc","JUP","06/16/2010","Global Equity","Common stocks","Developed markets ex-US","Financials","GB00B53P2009","B53P200","943,522,112","GBP","Analyze"
"LN:VSVS","Vesuvius plc","VSVS","01/02/1986","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB00B82YXW83","B82YXW8","934,603,520","GBP","Analyze"
"LN:CURY","Currys Plc","CURY","05/13/2013","Global Equity","Comon stocks","Developed markets ex-US","Consumer Discretionary","GB00B4Y7R145","","928,502,144","GBP","Analyze"
"LN:MONY","Moneysupermarket.com Group PLC","MONY","07/26/2007","Global Equity","Common stocks","Developed markets ex-US","Communication Services","GB00B1ZBKY84","B1ZBKY8","927,697,536","GBP","Analyze"
"LN:BIFF","Biffa plc","BIFF","10/17/2016","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB00BD8DR117","BD8DR11","923,230,272","GBP","Analyze"
"LN:ESNT","Essentra plc","ESNT","05/13/2013","Global Equity","Common stocks","Developed markets ex-US","Materials","GB00B0744359","B074435","914,111,616","GBP","Analyze"
"LN:APAX","Apax Global Alpha Limited","APAX","06/30/2015","Global Equity","Common stocks","Developed markets ex-US","Unknown","GG00BWWYMV85","BWWYMV8","908,536,896","GBP","Analyze"
"LN:CLI","CLS Holdings plc","CLI","05/27/1994","Global Equity","Common stocks","Developed markets ex-US","Real Estate","GB00BF044593","BF04459","894,234,240","GBP","Analyze"
"LN:JDW","J D Wetherspoon plc","JDW","10/30/1992","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","GB0001638955","0163895","893,525,056","GBP","Analyze"
"LN:REDD","Redde plc","REDD","03/25/1997","Global Equity","Common stocks","Developed markets ex-US","Industrials","GB00BLWF0R63","BLWF0R6","889,411,328","GBP","Analyze"
