"Symbol","Description","Local Symbol","IPO Date","Category1","Category2","Category3","GICS Sector","ISIN","SEDOL","Market Cap","Currency","Actions"
"GF:HABA","Hamborner REIT AG","HABA","01/11/1989","Global Equity","Common stocks","Developed markets ex-US","Unknown","DE000A3H2333","BMH5DF7","0","EUR","Analyze"
"GF:HEI","HeidelbergCement AG","HEI","12/04/2006","Global Equity","Common stocks","Developed markets ex-US","Materials","DE0006047004","5120679","0","EUR","Analyze"
"GF:HYQ","Hypoport AG","HYQ","11/05/2007","Global Equity","Common stocks","Developed markets ex-US","Financials","DE0005493365","B28XLF6","0","EUR","Analyze"
"GF:OSRLI","Osram Licht Ag","OSRLI","08/18/2023","Global Equity","Common stocks","Developed markets ex-US","Industrials","DE000LED03V8","BMBPCX4","0","EUR","Analyze"
"GF:PFV","Pfeiffer Vacuum Technology AG","PFV","12/04/2006","Global Equity","Common stocks","Developed markets ex-US","Industrials","DE0006916604","5499238","0","EUR","Analyze"
"GF:PSM","ProSiebenSat.1 Media SE","PSM","12/04/2006","Global Equity","Common stocks","Developed markets ex-US","Communication Services","DE000PSM7770","BCZM1B2","0","EUR","Analyze"
"GF:RHK","RHÖN-KLINIKUM Aktiengesellschaft","RHK","12/04/2006","Global Equity","Common stocks","Developed markets ex-US","Health Care","DE0007042301","4717629","0","EUR","Analyze"
"GF:RKETGR","Rocket Internet Se","RKETGR","08/18/2023","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","DE000A289WU1","BMWX6F7","0","EUR","Analyze"
"GF:RLI","Reliance Industries Limited Sponsored GDR 144A","RLI","09/20/1999","Global Equity","Common stocks","Developed markets ex-US","Unknown","","5732568","0","EUR","Analyze"
"GF:RRTL","RTL Group SA","RRTL","12/05/2006","Global Equity","Common stocks","Developed markets ex-US","Communication Services","LU0061462528","B1BK209","0","EUR","Analyze"
"GF:RWE","RWE Aktiengesellschaft","RWE","12/04/2006","Global Equity","Common stocks","Developed markets ex-US","Utilities","DE0007037129","4768962","0","EUR","Analyze"
"GF:SPRA","Axel Springer V","SPRA","08/18/2023","Global Equity","Common stocks","Developed markets ex-US","Communication Services","DE000A2YPGA9","BK91CG3","0","EUR","Analyze"
"GF:STO3","Sto SE & Co. KGaA","STO3","12/04/2006","Global Equity","Common stocks","Developed markets ex-US","Materials","DE0007274136","5740389","0","EUR","Analyze"
"GF:SY1","Symrise AG","SY1","12/11/2006","Global Equity","Common stocks","Developed markets ex-US","Materials","DE000SYM9999","B1JB4K8","0","EUR","Analyze"
"GF:TTK","TAKKT AG","TTK","12/04/2006","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","DE0007446007","5769470","0","EUR","Analyze"
