ticker,shortName,sector,industry,recommendationMean,numberOfAnalystOpinions,overallRisk,beta,previousClose,trailingEps,forwardEps,trailingPE,forwardPE,pegRatio,bookValue,priceToBook,enterpriseToRevenue,enterpriseToEbitda,ebitdaMargins,profitMargins,earningsGrowth,revenueGrowth,dividendYield,payoutRatio,fiveYearAvgDividendYield,enterpriseValue,freeCashflow,debtToEquity,returnOnAssets,returnOnEquity,quickRatio,currentRatio
CAPR,"Capricor Therapeutics, Inc.",Healthcare,Biotechnology,1.7,3,,3.963283,7.14,-1.16,-0.52,,-12.769231,,0.106,62.64151,15.703,-5.006,0.0,0.0,,,,0.0,,148478976,360502,81.489,-0.36603,-2.72383,1.091,1.107
CAR,"Avis Budget Group, Inc.",Industrials,Rental & Leasing Services,2.3,4,4,2.38656,224.14,54.95,25.79,4.044404,8.617293,0.31,-3.299,,2.759,8.755,0.31514,0.18370001,-0.299,-0.037,,0.0,,33103343616,-480375008,,0.079840004,,0.633,0.784
CARA,"Cara Therapeutics, Inc.",Healthcare,Biotechnology,1.9,7,6,0.853481,3.0,-1.48,-1.39,,-2.1079137,-0.01,2.015,1.4540943,2.522,-0.596,0.0,0.0,,-0.699,,0.0,,68524040,-62315752,0.901,-0.39873,-0.71269,4.161,4.9
CARE,"Carter Bankshares, Inc.",Financial Services,Banks—Regional,2.2,4,4,0.959819,14.28,2.3,2.12,6.1956525,6.7216983,,14.729,0.9674791,4.197,,0.0,0.31216,-0.451,-0.115,,0.0,,694618560,,,0.01214,0.15231,,
CARG,"CarGurus, Inc.",Consumer Cyclical,Auto & Truck Dealerships,2.1,11,10,1.614478,17.99,1.25,1.21,14.303999,14.776858,1.07,6.179,2.893672,1.581,14.692,0.107580006,0.25214002,,-0.531,,0.0,,1872870784,237340368,28.336,0.055019997,0.092980005,4.436,4.833
CARM,"Carisma Therapeutics, Inc.",Healthcare,Biotechnology,1.5,4,,,6.84,-0.91,-2.0,,-3.265,,1.656,3.9432368,11.532,-2.168,0.0,0.0,,0.317,,0.0,,151209040,-41156188,7.836,-0.39398,-2.39282,6.514,6.799
CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,2.4,17,5,1.242479,55.41,2.96,2.86,18.402027,19.045456,2.27,9.52,5.7216387,2.425,20.17,0.12021,0.09871,-0.657,0.15,0.013300001,0.2798,,52905857024,1486125056,111.897,0.053179998,0.29188,1.123,1.627
CARS,Cars.com Inc.,Consumer Cyclical,Auto & Truck Dealerships,2.0,7,2,1.98753,19.45,0.36,0.59,52.527775,32.05085,0.55,7.182,2.6329713,2.567,10.691,0.24014,0.16904,16.125,0.033,,0.0,,1715168128,142247008,94.452,0.03795,0.25994,1.16,1.305
CARV,"Carver Bancorp, Inc.",Financial Services,Banks—Regional,,,,,2.49,-1.03,,,,,4.62,0.54545456,,,0.0,0.0,,,,0.0,,11191741,,,,,,
CASA,"Casa Systems, Inc.",Technology,Communication Equipment,2.0,1,10,1.126428,0.8471,-0.76,0.02,,41.0,-0.24,-0.32,,0.789,-3.896,-0.2024,-0.44272,,-0.181,,0.0,,200771840,19374624,,-0.10424,-5.35808,0.827,1.511
CASH,"Pathward Financial, Inc.",Financial Services,Banks—Regional,2.7,2,6,0.811222,48.24,4.55,6.36,10.476922,7.4952826,,25.56,1.8650235,1.655,,0.0,0.24334998,1.209,0.282,0.0042,0.0368,0.6,1028093568,,,0.02164,0.2189,,
CASI,"CASI Pharmaceuticals, Inc.",Healthcare,Biotechnology,2.0,1,,,2.24,-2.95,-0.45,,-5.2222223,,2.415,0.97308487,0.325,-0.564,-0.57659,-0.93921,,0.145,,0.0,,14182688,,,-0.17808,-0.56139,4.31,5.123
CASS,"Cass Information Systems, Inc",Industrials,Specialty Business Services,3.0,1,5,0.622791,39.4,2.34,3.0,17.008547,13.266666,,15.741,2.5284288,1.357,5.079,0.26712,0.15841,-0.161,0.16,0.0294,0.49150002,2.43,276998016,-10830125,4.18,0.01265,0.15371999,0.821,0.979
CASY,"Caseys General Stores, Inc.",Consumer Cyclical,Specialty Retail,2.0,11,2,0.822653,248.51,11.91,12.5,20.870697,19.885601,2.1,71.402,3.481275,0.705,11.433,0.06163,0.029590001,-0.067,-0.038,0.0069,0.1276,0.73,10635771904,263247744,66.874,0.068720005,0.18226999,0.564,0.993
CAT,"Caterpillar, Inc.",,,2.6,22,,,277.37,,,20.303993,13.084367,,,,,,,,,,,,,,,,,,,
CATC,Cambridge Bancorp,,,3.0,3,,,56.75,,,7.868384,12.41535,,,,,,,,,,,,,,,,,,,
CATO,Cato Corporation (The),Consumer Cyclical,Apparel Retail,,,10,1.081052,7.9,-0.24,1.3,,6.015385,,11.814,0.6619265,0.239,572.973,0.00042,-0.00711,-0.524,-0.071,0.087,,,178194656,1816250,68.556,-0.00957,-0.022160001,0.838,1.473
CATX,"Perspective Therapeutics, Inc.",Healthcare,Medical Devices,1.0,1,,1.538967,0.4531,-0.05,-0.12,,-3.335,,0.387,1.0341085,14.813,-2.567,0.0,0.0,,-0.166,,0.0,,86505864,,2.372,,,3.427,3.72
CATY,Cathay General Bancorp,Financial Services,Banks—Regional,2.7,6,5,1.166262,34.84,5.26,4.5,6.602661,7.7177777,0.94,35.868,0.96827257,2.549,,0.0,0.47522,0.085,0.044,0.0392,0.2586,3.5,2069872512,,,0.01743,0.1533,,
CAVA,"CAVA Group, Inc.",Consumer Cyclical,Restaurants,1.9,7,,,46.39,-0.59,0.01,,4693.0,,-2586.333,,1.589,36.432,0.04363,-0.06759,,0.277,,0.0,,966696128,,151.0,,,0.323,0.443
CB,Chubb Limited,Financial Services,Insurance—Property & Casualty,2.2,19,7,0.647731,199.37,13.92,20.6,14.513649,9.8072815,0.87,128.746,1.5692137,2.043,11.789,0.17331,0.12591,0.543,0.249,0.017,0.2386,1.93,95005786112,-1893374976,34.812,0.024230001,0.11201,0.189,0.406
CBAN,"Colony Bankcorp, Inc.",Financial Services,Banks—Regional,2.7,3,4,0.584689,10.26,1.09,1.41,9.46789,7.319149,1.22,13.651,0.75598854,2.202,,0.0,0.19024,0.579,-0.007,0.0429,0.35950002,2.5,244840128,,,0.0072600003,0.08923,,
CBAT,"CBAK Energy Technology, Inc.",Industrials,Electrical Equipment & Parts,,,,2.678905,0.902,-0.14,,,,,1.221,0.7534808,0.571,-43.686,-0.01307,-0.07469,,-0.247,,0.0,,112463376,-10341896,24.688,-0.02533,-0.14528,0.285,0.913
CBAY,CymaBay Therapeutics Inc.,Healthcare,Biotechnology,1.5,12,6,0.376861,12.85,-1.2,-1.36,,-8.7720585,,1.108,10.767148,36.981,-16.147,-2.29033,-2.60266,,,,0.0,,1147007232,-45344624,91.895,-0.22198999,-0.84588,11.951,12.522
CBD,Companhia Brasileira de Distrib,Consumer Cyclical,Department Stores,3.5,1,5,0.930602,3.96,-0.82,-2.11,,-1.8341233,-1.93,41.559,0.09312063,0.617,20.795,0.029660001,-0.1121,,0.135,,0.0,,11395820544,-10640124928,80.684,-0.00092,-0.07455,0.272,1.596
CBFV,"CB Financial Services, Inc.",Financial Services,Banks—Regional,3.0,2,,0.573952,22.67,2.41,2.35,9.033195,9.26383,0.87,22.808,0.95448965,1.312,,0.0,0.27163,25.966,0.529,0.044099998,0.33560002,4.12,72446744,,,0.01064,0.1302,,
CBH,AllianzGI Convertible & Income ,Financial Services,Asset Management,,,,,8.66,0.11,,78.36363,,,,,,,0.0,0.0,,,0.064,5.0182,6.74,,,,,,,
CBIO,"Catalyst Biosciences, Inc.",Healthcare,Biotechnology,3.0,,,,0.37,0.21,-0.03,2.0904763,-14.633334,0.1,-0.574,,,,0.0,0.0,,,,0.0,,16576563,,,,,,
CBL,"CBL & Associates Properties, In",Real Estate,REIT—Retail,2.0,,4,,21.68,-1.67,-0.39,,-54.846153,,10.421,2.052586,4.698,8.319,0.56471,-0.05416,,-0.052,0.0634,,,2593850112,151492000,597.368,0.015579999,-0.08805,0.303,0.728
CBNK,"Capital Bancorp, Inc.",Financial Services,Banks—Regional,2.2,5,6,0.502853,20.05,2.88,2.43,6.8437495,8.111111,,16.982,1.1606406,1.282,,0.0,0.23358,-0.35,-0.061,0.015700001,0.092700005,,203816608,,,0.01695,0.16701001,,
CBRE,CBRE Group Inc,Real Estate,Real Estate Services,2.2,6,1,1.360581,83.28,3.53,5.34,23.334278,15.425094,1.77,26.685,3.0867531,0.97,17.46,0.05554,0.027420001,-0.568,-0.007,,0.0,,29921153024,386958752,61.572,0.03197,0.09770001,0.905,1.161
CBRG,Chain Bridge I,Financial Services,Shell Companies,,,,,10.62,0.38,,27.947369,,,-0.587,,,,0.0,0.0,-0.158,,,0.0,,106612320,-536399,,-0.0074299998,,0.166,1.033
CBRGU,Chain Bridge I,Financial Services,Shell Companies,,,,,10.6,,,,,,-0.587,,,,0.0,0.0,-0.158,,,,,106415080,-536399,,-0.0074299998,,0.166,1.033
CBRGW,Chain Bridge I Warrants,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,
CBRL,Cracker Barrel Old Country Stor,Consumer Cyclical,Restaurants,3.2,8,3,1.33391,85.95,4.23,6.65,20.28369,12.902256,1.58,21.391,4.0110326,0.898,13.453,0.06673,0.02763,-0.471,0.054,0.060500003,1.2293,3.4,3085174528,12139250,254.0,0.03512,0.18293,0.121,0.608
CBSH,"Commerce Bancshares, Inc.",Financial Services,Banks—Regional,3.1,6,5,0.750259,50.96,3.98,3.44,12.718593,14.715116,-1.62,21.34,2.3720713,4.194,,0.0,0.32823002,0.119,0.084,0.0212,0.26569998,1.58,6410722304,,,0.015420001,0.1906,,
CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,2.0,6,3,1.294423,69.72,5.55,6.56,12.345945,10.445122,2.62,20.219,3.3888915,1.222,7.763,0.15743,0.07479,-0.154,-0.158,0.0229,0.286,2.77,4983802368,254124992,97.63,0.08986,0.29537,1.23,2.171
CBU,"Community Bank System, Inc.",Financial Services,Banks—Regional,2.6,7,6,0.603048,49.59,2.71,3.36,17.85978,14.404763,1.85,30.216,1.6018004,4.564,,0.0,0.24304001,0.219,0.083,0.0357,0.6154,2.57,2916347648,,,0.0101499995,0.09473,,
CBUS,"Cibus, Inc.",Healthcare,Biotechnology,2.3,2,,1.872185,18.74,-17.59,-3.14,,-5.7356687,,29.164,0.6175422,1275.856,-19.978,0.0,0.0,,3.805,,0.0,,412101504,2333375,4.253,-0.03337,-0.10927,2.306,2.444
CBZ,"CBIZ, Inc.",Industrials,Specialty Business Services,1.3,2,1,0.762383,54.54,2.34,2.72,23.602564,20.305147,1.54,15.652,3.5286224,2.219,17.907,0.12394,0.07675,-0.117,0.101,,0.0,,3354280448,56284124,79.848,0.04711,0.15061,0.918,1.37
CC,Chemours Company (The),Basic Materials,Specialty Chemicals,3.0,11,1,1.962244,33.12,3.18,4.67,10.232704,6.9678802,1.32,5.451,5.969547,1.278,21.119,0.06053,-0.01382,,-0.142,0.030199999,,4.04,8046311936,6500000,478.765,0.00642,-0.08494,0.743,1.541
CCAI,Cascadia Acquisition Corp.,Financial Services,Shell Companies,,,,,11.65,-0.01,,,,,-1.988,,,,0.0,0.0,,,,0.0,,46743596,941837,,-0.0202,,0.202,0.273
CCAIU,Cascadia Acquisition Corp.,Financial Services,Shell Companies,,,,,11.65,-0.571,,,,,-1.988,,,,0.0,0.0,,,,,,47187908,941837,,-0.0202,,0.202,0.273
CCAIW,Cascadia Acquisition Corp. Warrant,,,,,,,0.0523,,,,,,,,,,,,,,,,,,,,,,,
CCAP,"Crescent Capital BDC, Inc.",Financial Services,Asset Management,1.6,5,,,16.76,0.22,2.11,75.454544,7.867299,,19.831,0.8370733,,,0.0,0.0,,,0.0979,1.8850999,,517672160,,,,,,
CCB,Coastal Financial Corporation,Financial Services,Banks—Regional,1.5,4,8,1.084516,45.5,3.56,5.63,12.525281,7.920071,,20.5,2.175122,1.497,,0.0,0.19297001,0.25,0.339,,0.0,,384237408,,,0.0152199995,0.20197001,,
CCBG,Capital City Bank Group,Financial Services,Banks—Regional,2.4,5,5,0.602701,30.63,2.74,3.31,11.043796,9.141994,1.51,24.764,1.221935,1.165,,0.0,0.22830999,0.667,0.173,0.0238,0.22729999,2.05,267898848,,,0.01175,0.12984,,
CCCC,"C4 Therapeutics, Inc.",Healthcare,Biotechnology,2.5,11,7,2.021574,3.38,-2.69,-3.3,,-1.0030303,-0.06,4.763,0.69494015,-1.08,0.121,0.0,0.0,,-0.807,,0.0,,-17312910,-76468248,35.817,-0.20833,-0.48364,5.562,5.688
CCCS,CCC Intelligent Solutions Holdi,Technology,Software—Infrastructure,1.9,10,9,0.709311,10.73,0.04,0.34,272.25,32.02941,-1.21,3.204,3.3988764,8.655,45.966,0.1883,-0.10325,,0.098,,0.0,,7092852224,171781744,41.102,0.00945,-0.041929998,3.735,4.075
CCD,Calamos Dynamic Convertible & I,Financial Services,Asset Management,,,,,20.25,-2.43,,,,,,,,,0.0,0.0,,,0.113199994,,9.33,,,,,,,
CCEL,"Cryo-Cell International, Inc.",Healthcare,Medical Care Facilities,2.0,1,,0.397644,5.5461,0.27,0.15,21.037035,37.866665,,-0.104,,1.844,9.646,0.19115,0.073850006,-0.621,0.018,,0.0,,57238696,-8005816,,0.04501,1.29202,0.425,0.523
CCEP,Coca-Cola Europacific Partners ,Consumer Defensive,Beverages—Non-Alcoholic,2.1,17,9,0.684708,63.21,3.66,4.39,17.166666,14.312074,1.54,16.912,3.7151134,2.156,13.435,0.16046,0.09408,0.274,0.084,0.0301,0.48509997,2.8,38839304192,1484749952,154.433,0.04919,0.21875,0.575,0.851
CCF,Chase Corporation,Basic Materials,Specialty Chemicals,2.0,1,5,0.719431,125.95,3.95,,31.911392,,,42.04,2.998335,3.281,13.673,0.23999001,0.09592,-0.226,0.203,0.007900001,0.2532,0.87,1285943168,33391124,34.448,0.07835,0.09839,2.747,5.157
CCI,Crown Castle Inc.,Real Estate,REIT—Specialty,2.6,17,3,0.643921,102.69,3.93,3.22,25.407124,31.009315,-5.39,16.235,6.1502924,10.203,17.243,0.59174997,0.23874001,0.081,0.077,0.06,1.5687,3.43,72954929152,1578499968,404.627,0.04074,0.22902,0.326,0.495
CCIF,,Financial Services,Asset Management,,,,,7.86,,,,,,,,,,0.0,0.0,,,0.0846,27.9567,,,,,,,,
CCJ,Cameco Corporation,Energy,Uranium,1.4,6,1,0.957497,33.89,0.3,1.07,113.53333,31.831776,1.46,13.787,2.4704432,6.444,29.171,0.22089,0.04695,-0.857,-0.136,0.0026,0.5455,0.51,13411607552,30125000,18.856,0.01816,0.0179,2.806,3.64
CCK,"Crown Holdings, Inc.",Consumer Cyclical,Packaging & Containers,2.1,15,2,1.091098,88.15,4.25,7.19,20.727058,12.251738,2.22,18.671,4.718012,1.461,11.796,0.12385,0.03845,-0.461,-0.114,0.0108,0.23,,18047684608,-342124992,274.843,0.045440003,0.24016,0.693,1.298
CCL,Carnival Corporation,Consumer Cyclical,Travel Services,2.3,14,10,2.393141,16.61,-2.7,0.95,,17.03158,0.82,4.64,3.4870691,2.788,37.947,0.07348,-0.19825001,,1.045,,0.0,,48761716736,-660499968,598.806,-0.01243,-0.4909,0.443,0.524
CCLD,"CareCloud, Inc.",Healthcare,Health Information Services,2.0,5,,0.855213,1.91,-0.79,-1.09,,-1.6422018,,5.984,0.299131,0.294,3.069,0.09576,-0.0054,,-0.211,,0.0,,36922664,10809500,15.753,-0.0037099998,-0.00691,1.25,1.418
CCLDO,"CareCloud, Inc. - 8.75% Series ",Healthcare,Health Information Services,,,,0.855213,22.24,,,,,,5.984,3.6931818,2.823,29.482,0.09576,-0.0054,,-0.211,0.0994,,,354641888,10809500,15.753,-0.0037099998,-0.00691,1.25,1.418
CCLDP,"CareCloud, Inc. - 11% Series A ",Healthcare,Health Information Services,,,,0.855213,26.56,,,,,,5.984,4.445187,3.358,35.069,0.09576,-0.0054,,-0.211,0.103599995,,10.22,421842688,10809500,15.753,-0.0037099998,-0.00691,1.25,1.418
CCLP,CSI Compressco LP,Energy,Oil & Gas Equipment & Services,3.0,,,0.983373,1.11,-0.13,-0.99,,-1.1717172,,-0.219,,2.159,6.712,0.32167,-0.03655,,0.145,0.0342,,6.07,814015488,14085750,,0.03798,,0.928,1.734
CCM,Concord Medical Services Holdin,Healthcare,Medical Care Facilities,,,,-0.207135,1.15,-1.56,-0.15,,-7.666666,,-42.931,,14.851,-17.447,-0.85125,-1.03723,,0.12,,0.0,,7011148800,-747450112,160.736,-0.053639997,-0.32314998,0.245,0.678
CCNE,CNB Financial Corporation,Financial Services,Banks—Regional,2.0,2,1,0.850363,18.43,3.06,2.32,6.0000005,7.9137936,,23.567,0.7790555,2.236,,0.0,0.28399,-0.287,0.031,0.0349,0.24139999,2.94,494612608,,,0.011460001,0.1291,,
CCNEP,CNB Financial Corporation - Dep,Financial Services,Banks—Regional,,,1,0.850363,22.2,3.22,,6.9875774,,,23.567,0.95472485,2.426,,0.0,0.28399,-0.287,0.031,0.0792,,,536559616,,,0.011460001,0.1291,,
CCO,"Clear Channel Outdoor Holdings,",Communication Services,Advertising Agencies,2.7,5,2,2.537235,1.47,-0.08,-0.23,,-6.217391,-1.28,-7.074,,3.048,12.164,0.25057,-0.00532,,-0.01,,0.0,,7603555328,70913504,,0.041750003,,0.786,0.924
CCOI,"Cogent Communications Holdings,",Communication Services,Telecom Services,2.3,11,3,0.44683,71.37,0.22,1.74,319.5909,40.408043,-813.77,11.438,6.1470537,7.515,29.14,0.2579,1.67097,97.911,0.577,0.0538,0.1557,4.53,5050104832,-202154624,354.08,0.01471,22.67961,1.394,1.715
CCRD,CoreCard Corporation,Technology,Software—Application,2.0,1,6,0.880152,22.09,0.76,1.18,28.657896,18.457628,,6.546,3.3272228,2.499,9.258,0.2699,0.09034,-0.333,0.032,,0.0,,151733040,14558000,5.236,0.088640004,0.10187,5.297,5.784
CCRN,"Cross Country Healthcare, Inc.",Healthcare,Medical Care Facilities,2.2,6,1,0.972982,24.31,4.01,2.13,5.897755,11.103286,0.98,13.322,1.775259,0.374,4.353,0.08585,0.051230002,-0.571,-0.282,,0.0,,907129600,283844256,7.96,0.14086,0.28226998,2.303,2.341
CCS,"Century Communities, Inc.",Consumer Cyclical,Residential Construction,2.5,3,3,1.787322,75.26,12.76,9.21,5.773511,7.998914,1.27,69.391,1.061665,0.824,7.678,0.10731,0.07874,-0.665,-0.276,0.0124,0.08979999,,3230259200,520951264,54.989,0.06684,0.14795999,0.881,7.698
CCSI,"Consensus Cloud Solutions, Inc.",Technology,Software—Infrastructure,2.0,5,4,,31.35,3.5,5.51,8.897142,5.651542,,-11.067,,3.59,8.118,0.44217998,0.18782,-0.025,0.018,,0.0,,1314745088,35250500,,0.14310999,,2.198,2.399
CCTS,Cactus Acquisition Corp. 1 Limi,Financial Services,Shell Companies,,,,,10.79,0.1,,107.9,,,-0.256,,,,0.0,0.0,,,,0.0,,170616880,,,,,,
CCTSW,Cactus Acquisition Corp. 1 Limited Warrant,,,,,,,0.0463,,,,,,,,,,,,,,,,,,,,,,,
CCU,"Compania Cervecerias Unidas, S.",Consumer Defensive,Beverages—Brewers,2.2,4,,,15.41,0.73,1.41,21.082191,10.914894,-3.36,10.222,1.5055763,,,0.11895,0.04295,,0.028,0.020399999,0.41959998,5.3,2847671296,,3.1,0.03941,0.08976,1.606,2.527
CCV,Churchill Capital Corp V,Financial Services,Shell Companies,,,,0.012181,10.35,0.21,,49.285717,,,-1.062,,,,0.0,0.0,-0.651,,,0.0,,284768704,2113438,,-0.0055199997,,0.008,0.066
CCVI,Churchill Capital Corp VI,Financial Services,Shell Companies,,,,,10.4,0.31,,33.548386,,,-1.906,,,,0.0,0.0,-0.762,,,0.0,,141962000,3419431,,-0.0029199999,,0.321,0.412
CCZ,Comcast Holdings ZONES,,,,,,,55.5,,,47.354946,,,,,,,,,,,,,,,,,,,,
CD,Chindata Group Holdings Limited,Technology,Information Technology Services,,,,0.705138,8.35,0.31,0.42,27.0,19.928572,,30.983,0.27014816,1.898,4.065,0.46703,0.15963,1.615,0.568,,0.0,,9633233920,-4297629696,101.201,0.03944,0.07546,1.937,2.287
CDAQ,Compass Digital Acquisition Cor,Financial Services,Shell Companies,,,,,10.41,0.29,,35.896553,,,-0.37,,,,0.0,0.0,-0.089,,,0.0,,276074592,415929,,-0.00378,,0.559,0.713
CDAQU,Compass Digital Acquisition Cor,Financial Services,Shell Companies,,,,,10.35,-0.589,,,,,-0.37,,,,0.0,0.0,-0.089,,,,,274481536,415929,,-0.00378,,0.559,0.713
CDAQW,Compass Digital Acquisition Corp. Warrant,,,,,,,0.1119,,,,,,,,,,,,,,,,,,,,,,,
CDAY,Ceridian HCM Holding Inc.,Technology,Software—Application,2.3,13,9,1.439903,73.32,-0.24,1.62,,44.74074,1.41,14.404,5.0319357,8.674,75.59,0.114750005,-0.009509999,,0.215,,0.0,,12041497600,183612496,55.767,0.00806,-0.0060900003,0.15,1.101
CDE,"Coeur Mining, Inc.",Basic Materials,Gold,2.3,7,1,1.551437,2.32,-0.4,0.13,,17.615385,0.28,2.824,0.8109065,1.629,24.057,0.0677,-0.086260006,,-0.132,,0.0,,1233910784,-259184624,48.612,-0.02073,-0.07081,0.341,1.031
CDIO,Cardio Diagnostics Holdings Inc,Healthcare,Biotechnology,2.0,2,,,0.94,-0.57,-0.83,,-1.1445783,,0.452,2.10177,,,0.0,0.0,,,,0.0,,9037858,,,,,,
CDIOW,,,,,,,,0.1241,,,,,,,,,,,,,,,,,,,,,,,
CDLX,"Cardlytics, Inc. Common Stock",Communication Services,Advertising Agencies,2.5,2,9,1.900935,13.51,-14.22,-0.16,,-80.0,-0.95,6.366,2.0106816,2.204,-9.989,-0.22068001,-1.28919,,0.017,,0.0,,653045888,-154381504,111.068,-0.06999,-0.95445997,1.154,1.201
CDMO,"Avid Bioservices, Inc.",Healthcare,Biotechnology,1.7,4,3,1.700727,12.84,0.01,0.12,1249.0,104.083336,-21.38,3.022,4.133024,6.262,85.667,0.0731,0.00375,,0.275,,0.0,,934709120,-78234872,100.155,0.00525,0.00308,0.902,1.526
CDNA,"CareDx, Inc.",Healthcare,Diagnostics & Research,2.4,5,6,1.027364,9.66,-1.57,-0.78,,-11.205129,-0.54,7.502,1.1650226,0.896,-3.731,-0.24,-0.27148,,-0.128,,0.0,,276996064,12105875,8.982,-0.10363,-0.19785999,4.487,4.843
CDNS,"Cadence Design Systems, Inc.",Technology,Software—Application,1.8,15,2,1.03914,226.16,3.22,5.84,69.32919,38.22603,2.45,10.701,20.8616,15.905,48.823,0.32576,0.23407,0.191,0.139,,0.0,,60449026048,989217152,22.299,0.14491999,0.32152998,1.114,1.373
CDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDRE,"Cadre Holdings, Inc.",Industrials,Aerospace & Defense,1.7,8,10,,24.99,0.65,1.08,38.16923,22.972221,0.4,4.802,5.166597,2.225,13.891,0.16018,0.0631,1.417,0.024,0.0123000005,0.4,,1041427136,47048124,82.91,0.095010005,0.18075001,1.5,2.708
CDRO,"Codere Online Luxembourg, S.A.",Consumer Cyclical,Gambling,2.0,1,,-0.061568,3.22,-1.14,0.03,,106.66667,,0.541,5.9149723,0.85,-1.79,-0.47478,-0.40072,,0.6,,0.0,,98369928,-28934876,17.285,-0.39473,-1.0007,1.424,1.598
CDROW,"Codere Online Luxembourg, S.A. Warrants",,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,
CDTX,"Cidara Therapeutics, Inc.",Healthcare,Biotechnology,1.6,5,8,1.239695,0.9081,-0.12,-0.53,,-1.6415095,-0.04,0.171,5.0877194,0.427,-4.467,-0.09549,-0.08924,,0.225,,0.0,,36070612,-422750,29.473,-0.095319994,-2.02522,1.78,1.981
CDW,CDW Corporation,Technology,Information Technology Services,2.0,11,4,1.097679,204.68,7.98,10.64,25.255638,18.941729,3.25,12.039,16.740593,1.491,16.645,0.089549996,0.04815,-0.059,-0.085,0.0115,0.2888,1.07,33365104640,863487488,406.211,0.080699995,0.79260004,1.082,1.298
CDXC,ChromaDex Corporation,Healthcare,Biotechnology,2.0,5,4,1.776584,1.59,-0.17,-0.05,,-30.999998,,0.362,4.281768,1.164,-12.224,-0.09526,-0.08026,,0.215,,0.0,,94244016,3837375,14.508,-0.11015,-0.27107,1.698,2.433
CDXS,"Codexis, Inc.",Healthcare,Biotechnology,1.7,7,5,1.733979,1.84,-0.69,-0.73,,-2.3424656,-0.13,1.778,0.9617548,1.097,-2.13,-0.51493,-0.57223,,-0.445,,0.0,,108763144,15219375,33.034,-0.16091,-0.40013,3.182,3.359
CDZI,"Cadiz, Inc.",Utilities,Utilities—Regulated Water,,,6,,3.84,-0.63,-0.19,,-20.105263,,0.613,6.231648,,,0.0,0.0,,,,0.0,,277477056,,,,,,
CDZIP,"Cadiz, Inc. - Depositary Shares",Utilities,Utilities—Regulated Water,,,6,,16.62,-0.834,,,,,0.613,26.793638,,,0.0,0.0,,,0.1356,,,1099261696,,,,,,
CE,Celanese Corporation,Basic Materials,Chemicals,2.7,22,3,1.310356,119.2,13.66,12.65,8.52123,9.201581,5.82,51.669,2.2528017,2.59,16.292,0.15898,0.12324,-0.495,0.124,0.0235,0.23879999,2.17,26670399488,-390249984,243.627,0.03428,0.22629,0.831,1.594
CEAD,CEA Industries Inc.,Industrials,Farm & Heavy Construction Machinery,,,,,0.8373,-0.49,,,,,1.873,0.42717567,,,0.0,0.0,,,,0.0,,6461905,,,,,,
CEADW,CEA Industries Inc. Warrant,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,
CECO,CECO Environmental Corp.,Industrials,Pollution & Treatment Controls,2.0,5,3,1.323865,13.28,0.48,0.89,27.520834,14.842697,1.43,6.393,2.0663226,1.227,14.083,0.08716,0.03416,-0.145,0.226,,0.0,,572694720,3990500,68.669,0.034140002,0.07855,1.255,1.546
CEE,The Central and Eastern Europe ,Financial Services,Asset Management,,,,1.263941,9.01,0.93,,9.795698,,,7.984,1.141032,33.151,,0.0,3.3726099,,-0.845,0.026199998,0.2567,5.22,57345964,,,0.01159,0.122150004,0.74,0.994
CEG,Constellation Energy Corporatio,Utilities,Utilities—Renewable,2.3,13,8,,106.24,-0.53,6.17,,17.034035,0.93,35.003,3.0026,1.538,13.163,0.11688,0.02932,,-0.003,0.0106,0.357,,40607285248,-282375008,62.013,0.00879,0.06617,0.617,1.45
CEI,"Camber Energy, Inc.",,,,,,-1.297472,0.533,-0.28,,,,,0.032,14.999999,4.019,-17.883,-0.22471,-0.54005,,0.224,,,,101918976,1990596,107.41,-0.07359,-0.72431,0.296,0.672
CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,2.0,3,3,1.8708,80.3,19.75,16.65,4.2131643,4.9975977,,40.833,2.0378125,1.055,2.288,0.46123,0.29911,0.395,0.076,0.0548,0.1534,,2622451712,456991360,18.814,0.21045,0.69696,1.002,1.398
CELC,Celcuity Inc.,Healthcare,Biotechnology,1.7,3,,0.588846,9.87,-2.56,-2.68,,-3.544776,-0.13,4.987,1.9049529,,-2.014,0.0,0.0,,,,0.0,,100085784,-26851272,33.137,-0.27608,-0.60006,20.654,21.577
CELH,"Celsius Holdings, Inc.",Consumer Defensive,Beverages—Non-Alcoholic,1.6,10,6,1.813301,182.74,-2.38,2.6,,68.90385,1.72,1.705,105.07331,14.621,-211.581,-0.0691,-0.11595,3.333,1.116,,0.0,,13919465472,-551625,0.101,-0.04869,-0.18468,3.264,3.983
CELL,PhenomeX Inc.,Healthcare,Biotechnology,2.8,3,9,,0.458,-1.37,-0.59,,-0.6779661,,1.968,0.20325203,,,0.0,0.0,,,,0.0,,33055654,,,,,,
