"Symbol","Description","Local Symbol","IPO Date","Category1","Category2","Category3","GICS Sector","ISIN","SEDOL","Market Cap","Currency","Actions"
"GXO","GXO Logistics, Inc.","","08/02/2021","US Equity","Common stocks","Mid cap","Industrials","US36262G1013","BNNTGF1","5,384,107,513","USD","Analyze"
"MUR","Murphy Oil Corp","","02/27/2001","US Equity","Common stocks","Mid cap","Energy","US6267171022","2611206","5,361,350,275","USD","Analyze"
"MTDR","Matador Resources","","02/02/2012","US Equity","Common stocks","Mid cap","Energy","US5764852050","B7MSLL8","5,358,238,875","USD","Analyze"
"MUSA","Murphy USA Inc.","","08/19/2013","US Equity","Common stocks","Mid cap","Consumer Discretionary","US6267551025","BCZWJ63","5,354,490,182","USD","Analyze"
"CMA","Comerica Inc","","02/13/2001","US Equity","Common stocks","Mid cap","Financials","US2003401070","2212870","5,352,617,602","USD","Analyze"
"AQN","Algonquin Power & Utilities Corp.","","02/11/2013","US Equity","Common stocks","Mid cap","Utilities","CA0158571053","B51BMR7","5,346,940,721","USD","Analyze"
"ATKR","Atkore International Group Inc","","06/10/2016","US Equity","Common stocks","Mid cap","Industrials","US0476491081","BDHF495","5,319,308,259","USD","Analyze"
"PBF","PBF Energy Inc Class A","","12/13/2012","US Equity","Common stocks","Mid cap","Energy","US69318G1067","B7F4TJ7","5,316,832,826","USD","Analyze"
"HOG","Harley Davidson Inc","","02/21/2001","US Equity","Common stocks","Mid cap","Consumer Discretionary","US4128221086","2411053","5,306,683,642","USD","Analyze"
"NCLH","Norwegian Cruise Line Holdings Ltd","","01/18/2013","US Equity","Common stocks","Mid cap","Consumer Discretionary","BMG667211046","B9CGTC3","5,303,658,353","USD","Analyze"
"DXC","DXC Technology Company","","03/20/2017","US Equity","Common stocks","Mid cap","Information Technology","US23355L1061","BYXD7B3","5,293,617,707","USD","Analyze"
"SRC","Spirit Realty Capital, Inc","","09/20/2012","US Equity","REITs","Mid cap","Real Estate","US84860W3007","BHHZBZ8","5,263,590,241","USD","Analyze"
"EDR","Endeavor Group Holdings, Inc.","","04/28/2021","US Equity","Common stocks","Mid cap","Communication Services","US29260Y1091","BJQ05Y5","5,253,300,960","USD","Analyze"
"GMED","Globus Medical Inc Class A","","08/03/2012","US Equity","Common stocks","Mid cap","Health Care","US3795772082","B7D65M0","5,247,033,849","USD","Analyze"
"KGC","Kinross Gold Corporation","","08/27/2001","US Equity","Common stocks","Mid cap","Materials","CA4969024047","","5,240,269,478","USD","Analyze"
"ASH","Ashland Global Inc","","03/17/1980","US Equity","Common stocks","Mid cap","Materials","US0441861046","BYND5N1","5,189,991,865","USD","Analyze"
"SWN","Southwestern Energy","","03/07/2001","US Equity","Common stocks","Mid cap","Energy","US8454671095","2828619","5,186,945,744","USD","Analyze"
"PSB","PS Business Parks, Inc","","03/05/2001","US Equity","REITs","Mid cap","Real Estate","US69360J1079","2707956","5,178,487,916","USD","Analyze"
"SGFY","Signify Health, Inc.","","02/11/2021","US Equity","Common stocks","Mid cap","Health Care","US82671G1004","BMD8TD0","5,174,479,542","USD","Analyze"
"EHC","Encompass Health Corp","","02/11/2013","US Equity","Common stocks","Mid cap","Health Care","US29261A1007","BYX2YJ7","5,161,891,363","USD","Analyze"
"IDA","IDACORP, Inc.","","02/21/2001","US Equity","Common stocks","Mid cap","Utilities","US4511071064","2296937","5,148,548,702","USD","Analyze"
"STWD","Starwood Property Trust Inc","","08/12/2009","US Equity","Mortgage REITs","Mid cap","Financials","US85571B1052","B3PQ520","5,135,032,317","USD","Analyze"
"POST","Post Holdings Inc","","01/27/2012","US Equity","Common stocks","Mid cap","Consumer Staples","US7374461041","B6T0518","5,130,963,114","USD","Analyze"
"AIT","Applied Industrial Technologies Inc","","02/06/2001","US Equity","Common stocks","Mid cap","Industrials","US03820C1053","2086309","5,102,106,628","USD","Analyze"
"OSK","Oshkosh Corp","","03/01/2001","US Equity","Common stocks","Mid cap","Industrials","US6882392011","2663520","5,098,879,811","USD","Analyze"
"NRZ","New Residential Investment Corp","","05/02/2013","US Equity","Mortgage REITs","Mid cap","Financials","US64828T2015","BRJ9GW0","5,083,305,268","USD","Analyze"
"CIVI","Civitas Resources, Inc.","","12/15/2011","US Equity","Common stocks","Mid cap","Energy","US17888H1032","BMG9GG2","5,077,284,455","USD","Analyze"
"MSA","MSA Safety Inc","","02/11/2013","US Equity","Common stocks","Mid cap","Industrials","US5534981064","BKM4S16","5,062,037,152","USD","Analyze"
"HRB","H&R Block Inc","","02/21/2001","US Equity","Common stocks","Mid cap","Consumer Discretionary","US0936711052","2105505","5,061,690,438","USD","Analyze"
"TREX","Trex Inc","","04/08/1999","US Equity","Common stocks","Mid cap","Industrials","US89531P1057","2483074","5,061,143,958","USD","Analyze"
"H","Hyatt Hotels Corp Class A","","11/05/2009","US Equity","Common stocks","Mid cap","Consumer Discretionary","US4485791028","B5B82X4","5,037,316,100","USD","Analyze"
"NE","Noble Corporation plc","","09/15/2020","US Equity","Common stocks","Mid cap","Energy","GB00BMXNWH07","BN2QTL0","5,031,486,580","USD","Analyze"
"FSK","FS KKR Capital Corp.","","04/16/2014","US Equity","BDCs","Mid cap","Financials","","BLPJL16","5,024,596,106","USD","Analyze"
"NFG","National Fuel Gas","","02/27/2001","US Equity","Common stocks","Mid cap","Utilities","US6361801011","2626103","5,019,354,974","USD","Analyze"
"EXP","Eagle Materials Inc","","02/15/2001","US Equity","Common stocks","Mid cap","Materials","US26969P1084","2191399","5,013,429,222","USD","Analyze"
"GGB","Gerdau S.A. ADRs","","09/04/2001","US Equity","ADRs","Mid cap","Materials","US3737371050","2297606","5,000,661,292","USD","Analyze"
"VRT","Vertiv Holdings, LLC Class A","","07/30/2018","US Equity","Common stocks","Mid cap","Industrials","US92537N1081","BL3LWS8","4,996,187,956","USD","Analyze"
"OWL+","Blue Owl Capital Inc. Redeemable Warrants","","05/20/2021","US Equity","Warrants","Operating Companies","Financials","","","4,990,817,605","USD","Analyze"
"CIG","Companhia Energetica de Minas Gerais-CEMIG ADRs","","09/18/2001","US Equity","ADRs","Mid cap","Utilities","US2044096012","2178938","4,977,072,854","USD","Analyze"
"CIG.C","Comp En De Mn Cemig ADRs","","02/13/2013","US Equity","ADRs","Mid cap","Utilities","US2044098828","","4,977,072,854","USD","Analyze"
"IGT","International Game Technology Plc","","02/11/2013","US Equity","Common stocks","Mid cap","Consumer Discretionary","GB00BVG7F061","BVG7F06","4,967,018,780","USD","Analyze"
"GTLS","Chart Industries Inc","","07/26/2006","US Equity","Common stocks","Mid cap","Industrials","US16115Q3083","B19HNF4","4,950,553,283","USD","Analyze"
"GTLS-B","Chart Industries, Inc. Depositary Shares, each Representing a 1/20th Interest in a Share of 6.75% Series B Mandatory Convertible Preferred Stock","","12/12/2022","US Equity","Preferred stocks","Non-convertible","Unknown","","","4,950,553,283","USD","Analyze"
"DNB","Dun & Bradstreet Holdings, Inc.","","07/01/2020","US Equity","Common stocks","Mid cap","Industrials","US26484T1060","BLF9ZT2","4,943,569,169","USD","Analyze"
"TRNO","Terreno Realty Corporation","","02/10/2010","US Equity","REITs","Mid cap","Real Estate","US88146M1018","B3N4753","4,928,992,152","USD","Analyze"
"DLB","Dolby Laboratories Inc Class A","","02/17/2005","US Equity","Common stocks","Mid cap","Information Technology","US25659T1079","B04NJM9","4,928,228,003","USD","Analyze"
"APG","APi Group Corporation","","04/29/2020","US Equity","Common stocks","Mid cap","Industrials","US00187Y1001","BMBPH06","4,911,203,230","USD","Analyze"
"ALK","Alaska Air Group Inc","","02/06/2001","US Equity","Common stocks","Mid cap","Industrials","US0116591092","2012605","4,910,377,742","USD","Analyze"
"HUN","Huntsman Corp","","02/11/2005","US Equity","Common stocks","Mid cap","Materials","US4470111075","B0650B9","4,898,562,617","USD","Analyze"
"AMG","Affiliated Managers Group Inc","","02/07/2001","US Equity","Common stocks","Mid cap","Financials","US0082521081","2127899","4,897,729,162","USD","Analyze"
"AIRC","Apartment Income REIT Corp.","","12/15/2020","US Equity","REITs","Mid cap","Real Estate","US03750L1098","BN6QGL5","4,890,583,550","USD","Analyze"
"OWL","Blue Owl Capital Inc. Class A","","12/14/2020","US Equity","Common stocks","Mid cap","Financials","US09581B1035","BN7CQS9","4,861,019,058","USD","Analyze"
"ATI","Allegheny Technologies Inc","","02/07/2001","US Equity","Common stocks","Mid cap","Materials","US01741R1023","2526117","4,856,361,933","USD","Analyze"
"BIPC","Brookfield Infrastructure Partners LP Class A Subordinate Voting Shares","","03/31/2020","US Equity","Common stocks","Mid cap","Utilities","CA11275Q1072","BJP50C4","4,854,024,337","USD","Analyze"
"FIX","Comfort Systems Usa Inc","","02/20/2001","US Equity","Common stocks","Mid cap","Industrials","US1999081045","2036047","4,849,294,783","USD","Analyze"
"NJR","New Jersey Resources Corp","","02/27/2001","US Equity","Common stocks","Mid cap","Utilities","US6460251068","2630513","4,844,399,850","USD","Analyze"
"VAC","Marriott Vacations Worldwide Corp","","11/08/2011","US Equity","Common stocks","Mid cap","Consumer Discretionary","US57164Y1073","B45K9N8","4,837,256,920","USD","Analyze"
"NEWR","New Relic Inc","","12/12/2014","US Equity","Common stocks","Mid cap","Information Technology","US64829B1008","BT6T3N7","4,823,910,805","USD","Analyze"
"COHR","Coherent Inc","","02/12/2001","US Equity","Common stocks","Mid cap","Information Technology","US19247G1076","BNG8Z81","4,817,835,457","USD","Analyze"
"IIVI","Ii Vi Inc","","02/20/2001","US Equity","Common stocks","Mid cap","Information Technology","US9021041085","2452698","4,817,835,457","USD","Analyze"
"CSAN","Cosan S.A. ADRs","","03/11/2021","US Equity","ADRs","Mid cap","Energy","","","4,816,362,295","USD","Analyze"
"ORCC","Owl Rock Capital Corporation","","06/04/1999","US Equity","BDCs","Mid cap","Financials","","","4,797,011,641","USD","Analyze"
"WK","Workiva Inc Class A","","12/12/2014","US Equity","Common stocks","Mid cap","Information Technology","US98139A1051","BSS6HY8","4,791,813,009","USD","Analyze"
"DV","DoubleVerify Holdings, Inc.","","04/21/2021","US Equity","Common stocks","Mid cap","Information Technology","US25862V1052","BMDX9Z7","4,780,713,354","USD","Analyze"
"HGV","Hilton Grand Vacations Inc","","12/14/2016","US Equity","Common stocks","Mid cap","Consumer Discretionary","US43283X1054","BYSLHX4","4,755,525,744","USD","Analyze"
"ENLC","EnLink Midstream LLC","","03/10/2014","US Equity","MLPs","Mid cap","Energy","US29336T1007","","4,734,602,617","USD","Analyze"
"VAL","Valaris Limited","","12/24/2020","US Equity","Common stocks","Mid cap","Energy","BMG9460G1015","BMY0YX0","4,689,045,082","USD","Analyze"
"VAL+","Valaris Limited Warrants","","05/03/2021","US Equity","Warrants","Operating Companies","Energy","","","4,689,045,082","USD","Analyze"
"AM","Antero Midstream Partners LP","","11/05/2014","US Equity","MLPs","Mid cap","Energy","US03676B1026","BJBT0Q4","4,685,625,049","USD","Analyze"
"PVH","PVH Corp","","03/05/2001","US Equity","Common stocks","Mid cap","Consumer Discretionary","US6936561009","B3V9F12","4,680,610,718","USD","Analyze"
"MP","MP Materials Corp.","","06/22/2020","US Equity","Common stocks","Mid cap","Materials","US5533681012","BN15Y35","4,674,900,364","USD","Analyze"
"M","Macys Inc.","","02/05/1992","US Equity","Common stocks","Mid cap","Consumer Discretionary","US55616P1049","2345022","4,660,414,902","USD","Analyze"
"HLI","Houlihan Lokey Inc Class A","","08/13/2015","US Equity","Common stocks","Mid cap","Financials","US4415931009","BYQ3PM7","4,647,021,530","USD","Analyze"
"GBCI","Glacier Bancorp Inc","","02/20/2001","US Equity","Common stocks","Mid cap","Financials","US37637Q1058","2370585","4,619,405,648","USD","Analyze"
"RYN","Rayonier Inc","","03/06/2001","US Equity","REITs","Mid cap","Real Estate","US7549071030","2473138","4,615,503,330","USD","Analyze"
"TMX","Terminix Global Holdings, Inc.","","06/26/2014","US Equity","Common stocks","Mid cap","Consumer Discretionary","US88087E1001","BMD3QK1","4,605,245,578","USD","Analyze"
"TNET","TriNet Group, Inc.","","03/27/2014","US Equity","Common stocks","Mid cap","Industrials","US8962881079","2693914","4,595,384,736","USD","Analyze"
"AGI","Alamos Gold Inc Class A","","02/11/2013","US Equity","Common stocks","Mid cap","Materials","CA0115321089","","4,565,850,192","USD","Analyze"
"DTM","DT Midstream, Inc.","","07/01/2021","US Equity","Common stocks","Mid cap","Energy","US23345M1071","BN7L880","4,548,908,361","USD","Analyze"
"MMS","Maximus Inc","","02/27/2001","US Equity","Common stocks","Mid cap","Information Technology","US5779331041","2018669","4,512,414,407","USD","Analyze"
"PHI","PLDT  Inc. ADRs","","09/06/2001","US Equity","ADRs","Mid cap","Communication Services","US69344D4088","BYN0V34","4,508,303,045","USD","Analyze"
"ORA","Ormat Technologies","","11/11/2004","US Equity","Common stocks","Mid cap","Utilities","US6866881021","B03L311","4,506,185,093","USD","Analyze"
"LU","Lufax Holding Ltd ADRs","","10/30/2020","US Equity","ADRs","Mid cap","Financials","US54975P1021","BNDK6G5","4,503,051,393","USD","Analyze"
"AJRD","Aerojet Rocketdyne Holdings Inc","","02/11/2013","US Equity","Common stocks","Mid cap","Industrials","US0078001056","BWD7PX9","4,489,688,740","USD","Analyze"
"PRGO","Perrigo Plc","","02/11/2013","US Equity","Common stocks","Mid cap","Health Care","IE00BGH1M568","BGH1M56","4,485,139,037","USD","Analyze"
"SSD","Simpson Manufacturing Inc","","03/07/2001","US Equity","Common stocks","Mid cap","Industrials","US8290731053","2809250","4,440,361,605","USD","Analyze"
"ESI","Element Solutions Inc.","","02/01/2019","US Equity","Common stocks","Mid cap","Materials","US28618M1062","BJ1C2K1","4,431,359,429","USD","Analyze"
"OXY+","Occidental Petroleum Corporation Warrants","","07/30/2020","US Equity","Warrants","Operating Companies","Energy","","BMVF784","4,426,560,000","USD","Analyze"
"ASAN","Asana, Inc.","","09/30/2020","US Equity","Common stocks","Mid cap","Information Technology","US04342Y1047","BLFDQC4","4,423,572,998","USD","Analyze"
"SJI","South Jersey Industries, Inc.","","03/17/1980","US Equity","Common stocks","Mid cap","Utilities","US8385181081","2825933","4,417,684,040","USD","Analyze"
"BFAM","Bright Horizons Family Solutions","","01/25/2013","US Equity","Common stocks","Mid cap","Consumer Discretionary","US1091941005","B7MJWP2","4,415,546,819","USD","Analyze"
"AXS","Axis Capital Holdings Ltd","","07/01/2003","US Equity","Common stocks","Mid cap","Financials","BMG0692U1099","2677606","4,410,037,064","USD","Analyze"
"PSN","Parsons Corporation","","05/16/2011","US Equity","Common stocks","Mid cap","Industrials","US70202L1026","BJN4N02","4,408,269,529","USD","Analyze"
"EVR","Evercore Inc. Class A","","08/11/2006","US Equity","Common stocks","Mid cap","Financials","US29977A1051","B1BHXZ2","4,407,595,314","USD","Analyze"
"RHP","Ryman Hospitality Properties, Inc","","10/01/2012","US Equity","REITs","Mid cap","Real Estate","US78377T1079","B8QV5C9","4,375,288,425","USD","Analyze"
"WTS","Watts Water Technologies Inc Class A","","03/13/2001","US Equity","Common stocks","Mid cap","Industrials","US9427491025","2943620","4,364,931,408","USD","Analyze"
"MPW","Medical Properties Trust, Inc","","07/08/2005","US Equity","REITs","Mid cap","Real Estate","US58463J3041","B0JL5L9","4,349,641,000","USD","Analyze"
"HOMB","Home Bancshares Inc","","06/23/2006","US Equity","Common stocks","Mid cap","Financials","US4368932004","B17MTL9","4,338,868,175","USD","Analyze"
"NSP","Insperity Inc","","01/02/2003","US Equity","Common stocks","Mid cap","Industrials","US45778Q1076","2007281","4,336,290,408","USD","Analyze"
"BSMX","Santander Mexico ADRs","","09/26/2012","US Equity","ADRs","Mid cap","Financials","US40053C1053","B84CZX5","4,332,781,514","USD","Analyze"
"THG","Hanover Insurance Group Inc","","03/08/2001","US Equity","Common stocks","Mid cap","Financials","US4108671052","2020415","4,332,765,392","USD","Analyze"
"ATCO","Atlas Corp.","","02/27/2020","US Equity","Common stocks","Mid cap","Industrials","MHY0436Q1098","BLH9147","4,327,661,305","USD","Analyze"
"RIG","Transocean Ltd","","12/31/1999","US Equity","Common stocks","Mid cap","Energy","CH0048265513","B3KFWW1","4,325,221,083","USD","Analyze"
"ELAN","Elanco Animal Health Incorporated","","09/20/2018","US Equity","Common stocks","Mid cap","Health Care","US28414H1032","BF5L3T2","4,320,667,374","USD","Analyze"
"RYAN","Ryan Specialty Group Holdings, Inc.","","07/22/2021","US Equity","Common stocks","Mid cap","Financials","US78351F1075","BNXKSK3","4,315,334,440","USD","Analyze"
"ABG","Asbury Automotive Group Inc.","","03/14/2002","US Equity","Common stocks","Mid cap","Consumer Discretionary","US0434361046","2855855","4,293,239,486","USD","Analyze"
"WNS","WNS Holdings ADRs","","02/11/2013","US Equity","ADRs","Mid cap","Industrials","US92932M1018","B194GX4","4,292,471,969","USD","Analyze"
"BRBR","BellRing Brands, Inc. Class A","","10/17/2019","US Equity","Common stocks","Mid cap","Consumer Staples","US07831C1036","BN70ZC0","4,263,663,886","USD","Analyze"
"ONTO","Onto Innovation Inc.","","10/28/2019","US Equity","Common stocks","Mid cap","Information Technology","US6833441057","BKZ7N95","4,256,779,842","USD","Analyze"
"CC","Chemours Company","","06/19/2015","US Equity","Common stocks","Mid cap","Materials","US1638511089","BZ0CTP8","4,223,094,102","USD","Analyze"
"SNV","Synovus Financial Corp","","09/12/1989","US Equity","Common stocks","Mid cap","Financials","US87161C5013","BMH4NJ8","4,173,970,787","USD","Analyze"
"JHG","Janus Henderson Group Plc","","11/07/2007","US Equity","Common stocks","Mid cap","Financials","JE00BYPZJM29","BYPZJQ6","4,172,922,627","USD","Analyze"
"KRG","Kite Realty Group Trust","","08/11/2004","US Equity","REITs","Mid cap","Real Estate","US49803T3005","BPBSZJ1","4,168,889,704","USD","Analyze"
"ALIT","Alight, Inc. Class A","","07/17/2020","US Equity","Common stocks","Mid cap","Industrials","US01626W1018","BNG7BZ7","4,160,433,255","USD","Analyze"
"MTH","Meritage Corp","","02/27/2001","US Equity","Common stocks","Mid cap","Consumer Discretionary","US59001A1025","2601326","4,149,024,536","USD","Analyze"
"FLR","Fluor Corp","","02/20/2001","US Equity","Common stocks","Mid cap","Industrials","US3434121022","2696838","4,146,547,217","USD","Analyze"
"OGS","One Gas Inc","","01/16/2014","US Equity","Common stocks","Mid cap","Utilities","US68235P1084","BJ0KXV4","4,143,098,098","USD","Analyze"
"OMF","Onemain Holdings Inc","","10/16/2013","US Equity","Common stocks","Mid cap","Financials","US68268W1036","BYSZB89","4,136,595,861","USD","Analyze"
"THO","Thor Industries Inc","","03/08/2001","US Equity","Common stocks","Mid cap","Consumer Discretionary","US8851601018","2889876","4,123,636,870","USD","Analyze"
"LPL","LG Display Co Ltd ADRs","","07/22/2004","US Equity","ADRs","Mid cap","Information Technology","US50186V1026","B01VZS4","4,122,036,864","USD","Analyze"
"FLS","Flowserve Corp","","02/20/2001","US Equity","Common stocks","Mid cap","Industrials","US34354P1057","2288406","4,118,414,118","USD","Analyze"
"MLI","Mueller Industries Inc","","02/27/2001","US Equity","Common stocks","Mid cap","Industrials","US6247561029","2609717","4,108,061,261","USD","Analyze"
"ESNT","Essent Group Ltd","","10/31/2013","US Equity","Common stocks","Mid cap","Financials","BMG3198U1027","BFWGXR8","4,096,835,520","USD","Analyze"
"CBT","Cabot Corp","","02/12/2001","US Equity","Common stocks","Mid cap","Materials","US1270551013","2162500","4,081,204,868","USD","Analyze"
"BXSL","Blackstone Secured Lending Fund","","10/28/2021","US Equity","BDCs","Mid cap","Financials","","","4,078,512,823","USD","Analyze"
"AL","Air Lease Corp","","04/19/2011","US Equity","Common stocks","Mid cap","Industrials","US00912X3026","B3XS562","4,064,274,453","USD","Analyze"
"FNB","FNB Corp","","02/20/2001","US Equity","Common stocks","Mid cap","Financials","US3025201019","2041308","4,060,698,383","USD","Analyze"
"POR","Portland General Electric","","04/03/2006","US Equity","Common stocks","Mid cap","Utilities","US7365088472","B125XQ6","4,060,642,148","USD","Analyze"
"WU","Western Union","","09/20/2006","US Equity","Common stocks","Mid cap","Information Technology","US9598021098","B1F76F9","4,054,995,404","USD","Analyze"
"FN","Fabrinet","","06/25/2010","US Equity","Common stocks","Mid cap","Information Technology","KYG3323L1005","B4JSZL8","4,045,984,572","USD","Analyze"
"CHWY","Chewy, Inc. Class A","","06/14/2019","US Equity","Common stocks","Mid cap","Consumer Discretionary","US16679L1098","BJLFHW7","4,043,396,865","USD","Analyze"
"KOF","Coca-Cola Femsa ADRs of Series L Shares","","09/04/2001","US Equity","ADRs","Mid cap","Consumer Staples","US1912411089","2193317","4,041,472,867","USD","Analyze"
"LEG","Leggett & Platt Inc","","02/26/2001","US Equity","Common stocks","Mid cap","Consumer Discretionary","US5246601075","2510682","4,040,842,328","USD","Analyze"
"PSTH","Pershing Square Tontine Holdings, Ltd. Class A","","09/11/2020","US Equity","Common stocks","Mid cap","Financials","","","4,028,000,000","USD","Analyze"
"PSTH+","Pershing Square Tontine Holdings, Ltd. Warrants, exercisable for one share of Class A Common Stock for $23.00 per share","","09/11/2020","US Equity","Warrants","Shell Companies","Financials","","","4,028,000,000","USD","Analyze"
"PDI","PIMCO Dynamic Income Fund CEF","","05/25/2012","Global Fixed Income","Global","Broad market","Financials","","","4,024,052,878","USD","Analyze"
"DDS","Dillards Inc Class A","","08/02/2001","US Equity","Common stocks","Mid cap","Consumer Discretionary","US2540671011","2269768","4,008,742,960","USD","Analyze"
"ELF","Elf Beauty Inc","","09/22/2016","US Equity","Common stocks","Mid cap","Consumer Staples","US26856L1035","BDDQ975","4,007,228,643","USD","Analyze"
"KEX","Kirby Corp","","02/23/2001","US Equity","Common stocks","Mid cap","Industrials","US4972661064","2493534","4,001,800,200","USD","Analyze"
"SWX","Southwest Gas Holdings Inc","","03/07/2001","US Equity","Common stocks","Mid cap","Utilities","US8448951025","2831888","3,993,714,104","USD","Analyze"
"DEN","Denbury Inc.","","09/21/2020","US Equity","Common stocks","Mid cap","Energy","US24790A1016","BMZQZL2","3,969,231,000","USD","Analyze"
"TMHC","Taylor Morrison Home Corp Class A","","04/10/2013","US Equity","Common stocks","Mid cap","Consumer Discretionary","US87724P1066","B832462","3,968,061,803","USD","Analyze"
"VNT","Vontier Corporation","","10/05/2020","US Equity","Common stocks","Mid cap","Information Technology","US9288811014","BH4GV32","3,961,825,043","USD","Analyze"
"R","Ryder System Inc","","03/05/2001","US Equity","Common stocks","Mid cap","Industrials","US7835491082","2760669","3,959,632,587","USD","Analyze"
"MAN","Manpower Inc","","02/26/2001","US Equity","Common stocks","Mid cap","Industrials","US56418H1005","2562490","3,957,142,110","USD","Analyze"
"HE","Hawaiian Electric Industries Inc","","02/21/2001","US Equity","Common stocks","Mid cap","Utilities","US4198701009","2415204","3,954,139,620","USD","Analyze"
"WFC-L","Wells Fargo 7.50% Non-Cumulative Convertible Class A Preferred Series L","","11/13/2013","US Equity","Preferred stocks","Convertible","Financials","US9497468044","B3KRSW9","3,946,950,000","USD","Analyze"
"ELY","Callaway Golf","","02/15/2001","US Equity","Common stocks","Mid cap","Consumer Discretionary","US1311931042","2173933","3,941,152,952","USD","Analyze"
"TDOC","Teladoc Inc","","07/01/2015","US Equity","Common stocks","Mid cap","Health Care","US87918A1051","BYQRFY1","3,940,214,562","USD","Analyze"
"LPX","Louisiana Pacific Corp","","02/26/2001","US Equity","Common stocks","Mid cap","Materials","US5463471053","2535243","3,933,720,274","USD","Analyze"
"DNP","DNP Select Income Fund Inc. CEF","","01/21/1987","US Equity","Single sector","Utilities","Consumer Staples","PLDINPL00011","BD0YVN2","3,931,791,926","USD","Analyze"
"ALSN","Allison Transmission Holdings Inc","","03/15/2012","US Equity","Common stocks","Mid cap","Industrials","US01973R1014","B4PZ892","3,929,038,506","USD","Analyze"
"MGY","Magnolia Oil & Gas Corporation Class A","","06/29/2017","US Equity","Common stocks","Mid cap","Energy","US5596631094","BF2GC59","3,917,225,238","USD","Analyze"
"TDC","Teradata Corp","","09/12/2007","US Equity","Common stocks","Mid cap","Information Technology","US88076W1036","B247H10","3,914,976,125","USD","Analyze"
"BKH","Black Hills Corp","","02/09/2001","US Equity","Common stocks","Mid cap","Utilities","US0921131092","2101741","3,913,027,438","USD","Analyze"
"INFA","Informatica Inc.","","12/14/2018","US Equity","Common stocks","Mid cap","Information Technology","","BMG95P4","3,908,705,516","USD","Analyze"
"DOCS","Doximity, Inc.","","06/24/2021","US Equity","Common stocks","Mid cap","Health Care","US26622P1075","BMD22Y4","3,906,551,964","USD","Analyze"
"ASAI","Sendas Distribuidora S.A. ADRs","","03/08/2021","US Equity","ADRs","Mid cap","Consumer Staples","","","3,899,261,016","USD","Analyze"
"EURN","Euronav Nv","","12/14/2004","US Equity","Common stocks","Mid cap","Energy","BE0003816338","B04RBX6","3,883,436,184","USD","Analyze"
"SKY","Skyline Corp","","08/07/2001","US Equity","Common stocks","Mid cap","Consumer Discretionary","US8308301055","2814005","3,880,321,636","USD","Analyze"
"MANU","Manchester United Ltd. Class A","","02/11/2013","US Equity","Common stocks","Mid cap","Consumer Discretionary","","B8Q8MV8","3,872,880,000","USD","Analyze"
"ASGN","ASGN Incorporated","","06/11/2012","US Equity","Common stocks","Mid cap","Industrials","US00191U1025","BFY8W20","3,871,529,000","USD","Analyze"
"HAE","Haemonetics Corp","","02/21/2001","US Equity","Common stocks","Mid cap","Health Care","US4050241003","2401195","3,838,047,474","USD","Analyze"
"AB","AllianceBernstein Holding LP","","02/02/2001","US Equity","MLPs","Mid cap","Financials","FR0010557264","B5VSTM2","3,831,682,936","USD","Analyze"
"MODG","Topgolf Callaway Brands Corp.","","02/28/1992","US Equity","Common stocks","Mid cap","Consumer Discretionary","US1311931042","2173933","3,796,809,704","USD","Analyze"
"MSM","MSC Industrial Inc Class A","","02/27/2001","US Equity","Common stocks","Mid cap","Industrials","US5535301064","2567655","3,788,282,042","USD","Analyze"
"MAXR","Maxar Technologies Ltd.","","10/09/2017","US Equity","Common stocks","Mid cap","Industrials","US57778K1051","BF2KYF5","3,784,075,479","USD","Analyze"
"LAZ","Lazard, LTD.","","05/05/2005","US Equity","Common stocks","Mid cap","Financials","BMG540501027","B081VQ7","3,777,664,049","USD","Analyze"
"FOUR","Shift4 Payments, Inc. Class A","","05/31/2000","US Equity","Common stocks","Mid cap","Information Technology","US82452J1097","BLF0L75","3,773,503,055","USD","Analyze"
"SMG","Scotts Miracle Gro","","03/06/2001","US Equity","Common stocks","Mid cap","Materials","US8101861065","2781518","3,771,421,459","USD","Analyze"
"GRP=","Granite Real Estate Inc. Stapled Units Each Consisting Of One Unit Of Trust And One Common Share Of Granite Reit Inc.","","09/02/2003","US Equity","Units","Mid cap","Real Estate","","","3,765,774,087","USD","Analyze"
"TKC","Turkcell Iletisim Hizmetleri ADRs","","02/11/2013","US Equity","ADRs","Mid cap","Communication Services","US9001112047","2801687","3,748,800,000","USD","Analyze"
"CABO","Cable One Inc","","06/11/2015","US Equity","Common stocks","Mid cap","Communication Services","US12685J1051","BZ07DS4","3,732,295,043","USD","Analyze"
"HHC","Howard Hughes Corp","","11/05/2010","US Equity","Common stocks","Mid cap","Real Estate","US44267D1072","B5VR4H9","3,732,151,239","USD","Analyze"
"FRO","Frontline Ltd","","08/06/2001","US Equity","Common stocks","Mid cap","Energy","BMG3682E1921","BMCVDT4","3,722,254,704","USD","Analyze"
"GTES","Gates Industrial Corporation Plc","","01/25/2018","US Equity","Common stocks","Mid cap","Industrials","GB00BD9G2S12","BD9G2S1","3,704,933,589","USD","Analyze"
"BOX","Box Inc","","01/23/2015","US Equity","Common stocks","Mid cap","Information Technology","US10316T1043","BVB3BV2","3,660,917,385","USD","Analyze"
"WWE","World Wrestling Entertainment Inc","","03/13/2001","US Equity","Common stocks","Mid cap","Communication Services","US98156Q1085","2503529","3,656,329,488","USD","Analyze"
